"ID","asset","scale","offsetX","offsetY","offsetZ","rotationX","rotationY","rotationZ"
2490,"Art\Prop\Natural\Rock\Arcterra_Icy\PRP_Rock_Arcterra_IcePillars_002.m3",0.3,0,0,0,0,0,0
2491,"Art\Prop\Natural\Rock\Arcterra_Icy\PRP_Rock_Arcterra_IcePillars_003.m3",0.3,0,0,0,0,0,0
2492,"Art\FX\Model\Props\Eldan_HoloScreens\Eldan_HoloScreen_Ctr_Ctr.m3",1,0,0,0,0,0,0
2496,"Art\Prop\Dungeon\Datascape\WorldDestroyer\PRP_Datascape_Pillar_000.m3",0.25,0,0,0,0,0,0
2497,"Art\Prop\Dungeon\Datascape\WorldDestroyer\PRP_Datascape_PlatformCube_small_000.m3",0.5,0,-1.6,0,0,0,0
2498,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Engine_000.m3",1,0,0,0,90,180,0
2499,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Engine_001.m3",1,0,0,0,90,180,0
2500,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Engine_002.m3",1,0,0,0,90,180,0
2501,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Cockpit_000.m3",1,0,0,0,0,0,0
2502,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Cockpit_001.m3",1,0,0,0,0,0,0
2503,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Hull_000.m3",1,0,0,0,0,0,0
2504,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Hull_001.m3",1,0,0,0,0,0,0
2505,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Hull_004.m3",1,0,0,0,0,0,0
2506,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Wing_Left_001.m3",1,0,0,0,90,90,90
2507,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Wing_Left_005.m3",1,0,0,0,90,90,270
2508,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Wing_Left_006.m3",1,0,0,0,90,90,270
2509,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Wing_Right_001.m3",1,0,0,0,90,270,90
2510,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Wing_Right_005.m3",1,0,0,0,90,270,90
2511,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Wing_Right_006.m3",1,0,0,0,90,270,90
2512,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Weapon_000.m3",1,0,0,0,0,0,0
2513,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Weapon_002.m3",1,0,0,0,180,0,0
2514,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Weapon_003.m3",1,0,0,0,0,0,0
2515,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Landing_000.m3",1,0,0,0,180,0,0
2516,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Landing_001.m3",1,0,0,0,90,0,0
2517,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Landing_002.m3",1,0,0,0,180,0,0
2518,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Vent_000.m3",1,0,0,0,90,0,0
2519,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Antenna_000.m3",1,0,0,0,0,0,0
2520,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Antenna_001.m3",1,0,0,0,0,0,0
2521,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Antenna_002.m3",1,0,0,0,0,0,0
2522,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Fin_000.m3",1,0,0,0,0,0,0
2523,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Fin_001.m3",1,0,0,0,0,0,0
2524,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Fin_003.m3",1,0,0,0,0,0,0
2525,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Light_000.m3",1,0,0,0,90,0,0
2526,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Light_003.m3",1,0,0,0,90,0,0
2527,"Art\Prop\Housing\Decor\ShipParts\PRP_ShipParts_Light_004.m3",1,0,0,0,90,180,0
2528,"Art\Prop\Constructed\Platforms\Defiance\PRP_Platfrom_LandingPad_Defiance_000.m3",0.3,0,0,0,0,0,0
2529,"Art\Prop\Constructed\Quest\PRP_Quest_WeaponsCrate_Exile_000.m3",1,0,0,0,0,0,0
2530,"Art\Prop\Constructed\Sandbags\PRP_SandbagWall_ImperiumMilitaryLong_TanBrown_000.m3",1,0,0,0,0,0,0
2531,"Art\Prop\Constructed\Sandbags\PRP_SandbagWall_ImperiumMilitaryCurved_TanBrown_000.m3",1,0,0,0,0,0,0
2532,"Art\Prop\Constructed\Bunker\Defiance\PRP_Bunker_DefianceMilitary_CautionGate_001.m3",1,0,0,0,0,0,0
2533,"Art\Prop\Constructed\Tank\Defiance\PRP_Tank_Defiance_001.m3",0.6,0,0,0,0,0,0
2534,"Art\Prop\Constructed\Tank\Imperium\PRP_Tank_Imperium_001.m3",0.6,0,0,0,0,0,0
2535,"Art\Prop\Constructed\Machinery\Defiance\Fueltank\PRP_Defiance_FuelGenerator_000.m3",0.6,0,0,0,0,0,0
2536,"Art\Prop\Dungeon\ArkShip\Cryo\PRP_ArkShip_Cryo_DominionScanner_000.m3",0.8,0,0,0,0,0,0
2537,"Art\Prop\Constructed\Quest\PRP_Quest_WeaponsCrate_Dominion_000.m3",1,0,0,0,0,0,0
2538,"Art\Prop\Constructed\Cannon\Imperium\PRP_Imperium_Cannon_000.m3",0.6,0,0,0,0,0,0
2539,"Art\Prop\Constructed\Table\ImperiumMilitary\PRP_ImperiumMilitary_Table_000.m3",0.708707,0,0,0,0,0,0
2540,"Art\Prop\Constructed\Walls\Imperium\PRP_LowBarrier_ImperiumMilitary_000.m3",1,0,0,0,0,0,0
2545,"Art\Prop\Housing\PlugProps\ProtoStarTrainingCourse\PRP_LargeProtostarPlatform_Floating_000.m3",0.3,0,0,0,0,0,0
2546,"Art\Prop\Constructed\Fence\Protostar\PRP_Fence_ProtostarSpaceGeneric_008.m3",0.6,0,0,0,0,0,0
2547,"Art\Prop\Constructed\Table\SwordMaiden\PRP_Forge_SwordMaiden_001.m3",1,0,0,0,0,0,0
2548,"Art\Prop\Natural\WorldRuins\RuinedTemple\PRP_WorldRuins_RuinedTemplePieces_003.m3",1,0,0,0,0,0,0
2549,"Art\Prop\Dungeon\Torine\Door\PRP_Door_TorineBoss_000.m3",0.25,0,0,0,0,0,0
2550,"Art\Prop\Constructed\Torch\GorgonothLair\PRP_Torch_CuppedFlameStaff_000.m3",1,0,0,0,0,0,0
2551,"Art\Prop\Constructed\MISC\Food\PRP_MISC_Food_Sandwich_000.m3",1,0,0,0,0,0,0
2552,"Art\Prop\Constructed\Rug\Generic\PRP_Rug_Generic_Tribal_Mat_000.m3",1,0,0,0,0,0,0
2553,"Art\Prop\Constructed\Rug\Generic\PRP_Rug_Generic_Tribal_Mat_002.m3",1,0,0,0,0,0,0
2554,"Art\Prop\Natural\Flowers\purplepalmflower\snowyvariant\PRP_Flower_PurplePalm_001.m3",1,0,0,0,0,0,0
2555,"Art\Prop\Natural\Flowers\purplepalmflower\snowyvariant\PRP_Flower_PurplePalm_002.m3",1,0,0,0,0,0,0
2556,"Art\Prop\Natural\Flowers\purplepalmflower\snowyvariant\PRP_Flower_PurplePalm_003.m3",1,0,0,0,0,0,0
2557,"Art\Prop\Constructed\Door\Osun\PRP_Door_Osun_A_000.m3",0.2,0,0,0,0,0,0
2559,"Art\Prop\Constructed\MISC\Osun\Head\PRP_Osun_Head_000.m3",0.8,0,0,0,0,0,0
2560,"Art\Prop\Constructed\Pillar\Osun\PRP_Pillar_Osun_Pipes_000.m3",0.5,0,0,0,0,0,0
2561,"Art\Prop\Constructed\Platforms\Osun\PRP_Platform_Osun_BasePlatform_Round_000.m3",0.5,0,0,0,0,0,0
2563,"Art\Prop\Natural\Tree\PointyPine\PointyPineSnowy\PRP_Tree_PointyPineSnow_000.m3",1,0,0,0,0,0,0
2564,"Art\Prop\Natural\Tree\PointyPine\PointyPineSnowy\PRP_Tree_PointyPineSnow_001.m3",1,0,0,0,0,0,0
2565,"Art\Prop\Natural\Tree\PointyPine\PointyPineSnowy\PRP_Tree_PointyPineSnow_002.m3",1,0,0,0,0,0,0
2566,"Art\Prop\Natural\Tree\PointyPine\PointyPineSnowy\PRP_Tree_PointyPineSnow_Tall_000.m3",1,0,0,0,0,0,0
2567,"Art\Prop\Natural\Ice\PRP_Ice_Chunk_Whitevale_000.m3",1,0,0,0,0,0,0
2568,"Art\Prop\Natural\Ice\PRP_Ice_Chunk_Whitevale_001.m3",1,0,0,0,0,0,0
2569,"Art\Prop\Constructed\Architecture\Osun\PRP_Constructed_Architecture_Osun_Chain_Straight.m3",0.2,0,0,0,180,0,0
2570,"Art\Prop\Constructed\WeaponRack\Osun\WeaponRack\PRP_WeaponRack_Osun_000.m3",1,0,0,0,0,0,0
2571,"Art\Prop\Constructed\Tents\Lopp\PRP_Lopp_House_000.m3",0.8,0,0,0,0,0,0
2572,"Art\Prop\Constructed\LampPost\Lopp\PRP_LampPost_CenterWoodRope_Brown_000.m3",1,0,0,0,0,0,0
2573,"Art\Prop\Constructed\Fence\Lopp\PRP_Lopp_Fence_01.m3",1,0,0,0,0,0,0
2574,"Art\Prop\Constructed\Lantern\Lopp\PRP_Lantern_StringPostVarious_Colorful_000.m3",1,0,0,0,0,0,0
2575,"Art\Prop\Constructed\Jar\PRP_Jar_LoppJarAndCrate_Tan_000.m3",1,-1,0,-0.5,0,0,0
2576,"Art\Prop\Constructed\Crate\PRP_Crate_MetalBraced_SilverBronze_000.m3",1,0,0,0,0,0,0
2577,"Art\Prop\Constructed\Trough\SanctuaryCommon\PRP_Trough_SanctuaryCommonHay_Brown_000.m3",1,0,0,0,0,0,0
2578,"Art\Prop\Dungeon\Exolabs\GreenTube_Medium\PRP_Exolabs_GreenTube_Medium.m3",1,0,0,0,0,0,0
2579,"Art\Prop\Constructed\MISC\Eldan\Dome\PRP_Eldan_Dome_000.m3",0.4,0,0,0,0,0,0
2580,"Art\Prop\Constructed\Transistor\PRP_Eldan_Transistor_001.m3",0.5,0,0,0,0,0,0
2581,"Art\Prop\Constructed\Machinery\Eldan\PRP_Machinery_Eldan_Monitor_001.m3",1,0,0,0,0,0,0
2582,"Art\Prop\Constructed\MISC\Eldan\PRP_Eldan_PressurePlate.m3",1,0,0,0,0,0,0
2583,"Art\Prop\Constructed\Machinery\Eldan\PRP_Machinery_Eldan_Circuitry_Trim_000.m3",1,0,0,0,0,0,0
2584,"Art\Prop\Constructed\Floors\Eldan\PRP_Floor_Circuit_EndCap_000.m3",0.5,0,0,0,0,0,0
2585,"Art\Prop\Constructed\Floors\Eldan\PRP_Floor_Circuit_LongWalkway_001.m3",0.5,0,0,0,0,0,0
2586,"Art\Prop\Constructed\Machinery\Eldan\PRP_Machinery_Eldan_Holo_Panel_000.m3",0.5,0,0,0,90,0,0
2587,"Art\Prop\Constructed\Statue\Eldan\PRP_Ruin_Statue_White_000.m3",1,0,0,0,0,0,0
2588,"Art\Prop\Constructed\Ruins\Eldan\PRP_Ruins_EldanStairsShrine_001.m3",1,0,0,0,0,0,0
2589,"Art\Prop\Constructed\Stairs\Eldan\PRP_Stairs_SimpleEldanRuined_000.m3",0.5,0,0,0,0,0,0
2590,"Art\Prop\Constructed\MISC\Eldan\PRP_Eldan_Pylon_001.m3",1,0,0,0,0,0,0
2591,"Art\Prop\Constructed\Platforms\Eldan\PRP_Platfrom_Eldan_000.m3",1,0,0,0,0,0,0
2592,"Art\Prop\Constructed\ControlPanel\Eldan\PRP_ControlPanel_EldanCrystal_000.m3",1,0,0,0,0,0,0
2593,"Art\Prop\Natural\Tree\PointyPine\EldanTech\PRP_Tree_EldanTech_Algeroc_001.m3",1,0,0,0,0,0,0
2594,"Art\Prop\Constructed\Ruins\PRP_Ruins_EldanRubbleMed_Grey_000.m3",1,0,0,0,0,0,0
2595,"Art\Prop\Natural\Water\PRP_Water_GenericPool_000.m3",0.3,0,0,0,0,0,0
2596,"Art\FX\Housing\Decor_Rainbow\Decor_Rainbow_01.m3",1,0,0,0,0,0,0
2597,"Art\Prop\Housing\Decor\Ship\PRP_Housing_ExileFighter_000.m3",0.4,0,-0.8,0,0,0,0
2598,"Art\Prop\Housing\Decor\Ship\PRP_Housing_ProtostarTransportLarge_000.m3",0.15,0,2,0,0,0,0
2599,"Art\Prop\Housing\Decor\Ship\PRP_Housing_MarauderShip_000.m3",0.3,0,0,0,0,0,0
2806,"Art\FX\Model\Props\Firework_RomanCandle\FX_Firework_RomanCandle_000.m3",1,0,0,0,0,0,0
2807,"Art\FX\Model\Props\Firework_Skyrocket\FX_Fireworks_Skyrocket_000.m3",1,0,0,0,0,0,0
2808,"Art\FX\Model\Props\Firework_Skyrocket\FX_Fireworks_Skyrocket_000_BLU.m3",1,0,0,0,0,0,0
2809,"Art\FX\Model\Props\Firework_Spinner\FX_Fireworks_Spinner_000.m3",1,0,0,0,0,0,0
2810,"Art\Creature\Harvesting_Relic\Advanced_Omniplasm\Advanced_Special\Advanced_Special.m3",1,0,0,0,0,0,0
2811,"Art\Prop\Constructed\Vehicle\Generic\Stacker\PRP_Vehicle_GenericStacker_001.m3",0.5,0,0,0,0,0,0
2827,"Art\Prop\Constructed\Platforms\Imperium\PRP_LandingPad_Single_Imperium_000.m3",0.3,0,0,0,0,0,0
2828,"Art\Prop\Constructed\Platforms\Imperium\PRP_LandingPad_Stairs_Imperium_000.m3",0.3,0,0,0,0,0,0
2829,"Art\Prop\Constructed\Platforms\Defiance\PRP_Platform_DefianceMilitary_002.m3",0.6,0,0,0,0,0,0
2830,"Art\Structure\Model\Building_Kits\Protostar\Winterfest\Winterfest_Fort_Kit\PRP_Winterfest_Window_Protostar_000.m3",1,0,0,0,-90,0,0
2831,"Art\Prop\Dungeon\WorldStory\WorldStory01\PRP_WorldStory_WirePanel_002.m3",0.3,0,0,0,0,0,0
2832,"Art\Prop\Dungeon\GeneticArchives\Test_Tubes\PRP_GA_TestTube_Large_A_000.m3",0.1,0,0,0,0,0,0
2833,"Art\Prop\Dungeon\GeneticArchives\Test_Tubes\PRP_GeneticArchives_Testtube_000.m3",0.25,0,0,0,0,90,0
2834,"Art\Prop\Dungeon\ArkShip\Holo\PRP_Hologram_Projector_000.m3",0.5,0,0,0,90,-145,0
2835,"Art\Prop\Dungeon\ArkShip\MedBay\PRP_MedProjector_Base_000.m3",1,0,0,0,0,0,0
2836,"Art\Prop\Dungeon\WorldStory\WorldStory01\PRP_WorldStory_WirePanel_000.m3",0.3,0,0,0,0,-90,0
2837,"Art\Prop\Constructed\Crate\Generic\PRP_Crate_Generic_Content_003.m3",1,0,0,0,0,0,0
2838,"Art\Prop\Constructed\Barrel\Pell\PRP_Barrel_PellBarrel_GoopFilled_Green_001.m3",1,0,0,0,0,0,0
2839,"Art\Prop\Constructed\Banner\Generic\PRP_Generic_Banners_Short_000.m3",0.8,0,0,0,90,0,0
2840,"Art\Prop\Constructed\Architecture\Osun\PRP_Constructed_Architecture_Osun_Chain_Link_001.m3",0.5,0,0,0,0,0,0
2841,"Art\Prop\Dungeon\ArkShip\Cryo\Table\PRP_ArkShip_Cryo_Table_000.m3",1,0,0,0,0,0,0
2854,"Art\Prop\Natural\Ice\IceChunks\PRP_Ice_IceChunks_001.m3",0.25,0,0,0,0,0,0
2855,"Art\Prop\Natural\Ice\IceChunks\PRP_Ice_IceChunks_003.m3",0.3,0,0,0,0,0,0
2856,"Art\Prop\Natural\Ice\IceChunks\PRP_Ice_IceChunks_004.m3",0.3,0,0,0,0,0,0
2857,"Art\Prop\Natural\Ice\IceChunks\PRP_Ice_IceChunks_005.m3",0.2,0,0,0,0,0,0
2858,"Art\Prop\Natural\Ice\IcePlatform\PRP_Ice_Platform_002.m3",1,0,0,0,0,0,0
2859,"Art\Prop\Natural\Ice\IcePlatform\PRP_Ice_Platform_003HOLES.m3",0.08,0,0,0,0,0,0
2861,"Art\Prop\Natural\Snow\PRP_Snow_ClumpFrozen_Blue_001.m3",1,0,0,0,0,0,0
2862,"Art\Prop\Natural\IceSnowKit\PRP_IceSnowKit_IcicleSingles_000.m3",1,0,0,0,180,0,0
2863,"Art\Prop\Natural\IceSnowKit\PRP_IceSnowKit_IcicleSingles_001.m3",1,0,0,0,180,0,0
2864,"Art\Prop\Natural\IceSnowKit\PRP_IceSnowKit_IcicleSingles_002.m3",1,0,0,0,180,0,0
2865,"Art\Prop\Natural\IceSnowKit\PRP_IceSnowKit_SnowMound_000.m3",1,0,0,0,0,0,0
2868,"Art\Prop\Constructed\Cauldron\Falkrin\PRP_CauldronTall_Falkrin_000.m3",1,0,0,0,0,0,0
2870,"Art\Prop\Constructed\Horn\Falkrin\PRP_Horn_FalkrinBigHorn_001.m3",0.8,0,0,0,0,0,0
2872,"Art\Prop\Constructed\Torch\Falkrin\PRP_Torch_Falkrin_BLUE_001.m3",1,0,0,0,0,0,0
2875,"Art\Prop\Constructed\Nests\Murgh\PRP_EggNest_Murgh_000.m3",1,0,0,0,0,0,0
2876,"Art\Prop\Constructed\Totems\Murg\PRP_Totem_smallClawed_000.m3",1,0,0,0,0,0,0
2877,"Art\Prop\Constructed\Building\Murg\PRP_Hut_MurgHutSmall_000.m3",1,0,0,0,0,0,0
2878,"Art\Prop\Constructed\Floors\Eldan\PRP_Floor_Circuit_TJunction_000.m3",0.5,0,0,0,0,0,0
2879,"Art\Prop\Store\GenericCrate\PRP_Store_GenericCrate_000.m3",1,0,0,0,0,0,0
2880,"Art\Prop\Natural\Log\Dead_HollowMoss\PRP_Log_Dead_HollowMoss_Brown_000.m3",1,0,0,0,0,0,0
2881,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_000.m3",1,0,0,0,0,0,0
2882,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_001.m3",1,0,0,0,0,0,0
2883,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_002.m3",1,0,0,0,0,0,0
2884,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_003.m3",1,0,0,0,0,0,0
2885,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_004.m3",1,0,0,0,0,0,0
2886,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_005.m3",1,0,0,0,0,0,0
2887,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_006.m3",1,0,0,0,0,0,0
2888,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_007.m3",1,0,0,0,0,0,0
2889,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_008.m3",1,0,0,0,0,0,0
2890,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_009.m3",1,0,0,0,0,0,0
2891,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_010.m3",1,0,0,0,0,0,0
2892,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_011.m3",1,0,0,0,0,0,0
2893,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_012.m3",1,0,0,0,0,0,0
2894,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_013.m3",1,0,0,0,0,0,0
2895,"Art\Prop\Constructed\Crate\Holiday\PRP_Crate_Fireworks_014.m3",1,0,0,0,0,0,0
2896,"Art\Prop\Housing\Decor\Posters\TBTF\PRP_TBTF_World_Story_002.m3",1,0,0,0,90,0,0
2897,"Art\Prop\Housing\Decor\Posters\TBTF\PRP_TBTF_Arcterra_Tract_001.m3",1,0,0,0,90,0,0
2898,"Art\Prop\Housing\Decor\Door\Generic\PRP_Door_Bird_A.m3",1,-0.146249,5.68167,9.38706,90,0,0
2899,"Art\Prop\Housing\Decor\Door\Generic\PRP_Door_Bird_B.m3",1,-0.146249,5.68164,9.38704,90,0,0
2900,"Art\Prop\Housing\Decor\Door\Generic\PRP_Door_Bird_C.m3",1,-0.157073,5.68167,9.38706,90,0,0
2901,"Art\Prop\Housing\Decor\Entry\Generic\PRP_Entry_Bird_A.m3",1,-0.157073,5.68167,9.38706,90,0,0
2902,"Art\Prop\Housing\Decor\Entry\Generic\PRP_Entry_Bird_B.m3",1,-0.157073,5.68167,9.38706,90,0,0
2903,"Art\Prop\Housing\Decor\Entry\Generic\PRP_Entry_Bird_C.m3",1,-0.157073,5.68167,9.38706,90,0,0
2904,"Art\Prop\Housing\Decor\Roof\Generic\PRP_Roof_Bird_A.m3",1,-0.157073,24.1086,0.561371,0,0,0
2905,"Art\Prop\Housing\Decor\Roof\Generic\PRP_Roof_Bird_B.m3",1,-0.157073,24.1086,0.561371,0,0,0
2906,"Art\Prop\Housing\Decor\Roof\Generic\PRP_Roof_Bird_C.m3",1,-0.157073,24.1086,0.561371,0,0,0
2907,"Art\Prop\Constructed\Holiday\Lopprechaun\LopprechaunStatue\PRP_lopprechaun_lopperchaunstatue_000.m3",1,0,0,0,0,0,0
2908,"Art\Prop\Constructed\Holiday\Lopprechaun\PotOShinies\PRP_Lopprechaun_PotOShinies_000.m3",1,0,0,0,0,0,0
2909,"Art\Prop\Housing\Decor\Flatware\Teacup_set_001\TeaSet_cup_001.m3",1,0,0,0,0,0,0
2910,"Art\Prop\Housing\Decor\Flatware\Teacup_set_001\TeaSet_plate_001.m3",1,0,0,0,0,0,0
2911,"Art\Prop\Housing\Decor\Flatware\Teacup_set_001\TeaSet_sugar_001.m3",1,0,0,0,0,0,0
2912,"Art\Prop\Housing\Decor\Flatware\Teacup_set_001\TeaSet_teapot_001.m3",1,0,0,0,0,0,0
2913,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_FlowerPile_Large_000.m3",1,0,0,0,0,0,0
2914,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_FlowerPile_Large_001.m3",1,0,0,0,0,0,0
2915,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_FlowerPile_Large_002.m3",1,0,0,0,0,0,0
2916,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_FlowerPile_Large_003.m3",1,0,0,0,0,0,0
2917,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_FlowerPile_Long_000.m3",1,0,0,0,0,0,0
2918,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_FlowerPile_Medium_000.m3",1,0,0,0,0,0,0
2919,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_FlowerPile_Medium_001.m3",1,0,0,0,0,0,0
2920,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_FlowerPile_Medium_002.m3",1,0,0,0,0,0,0
2921,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_FlowerPot_000.m3",1,0,0,0,0,0,0
2922,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_FlowerPot_001.m3",1,0,0,0,0,0,0
2923,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_FlowerPot_002.m3",1,0,0,0,0,0,0
2924,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_FlowerPot_003.m3",1,0,0,0,0,0,0
2925,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_Vine_000.m3",1,0,0,0,0,0,0
2926,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_Vine_001.m3",1,0,0,0,0,0,0
2927,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_Vine_002.m3",1,0,0,0,0,0,0
2928,"Art\Prop\Natural\Bush\SpringFlowers\PRP_Bush_SpringFlowers_Vine_003.m3",1,0,0,0,0,0,0
2929,"Art\Prop\Housing\Decor\Fence\PRP_WhitePicketFence_SpringFlowers_Arch_000.m3",1,0,0,0,0,0,0
2930,"Art\Prop\Housing\Decor\Fence\PRP_WhitePicketFence_SpringFlowers_Arch_001.m3",1,0,0,0,0,0,0
2931,"Art\Prop\Housing\Decor\Fence\PRP_WhitePicketFence_SpringFlowers_Fence_Large_000.m3",1,0,0,0,0,0,0
2932,"Art\Prop\Housing\Decor\Fence\PRP_WhitePicketFence_SpringFlowers_Fence_Medium_000.m3",1,0,0,0,0,0,0
2933,"Art\Prop\Housing\Decor\Fence\PRP_WhitePicketFence_SpringFlowers_Fence_PostVine_000.m3",1,0,0,0,0,0,0
2934,"Art\Prop\Housing\Decor\Fence\PRP_WhitePicketFence_SpringFlowers_Fence_Small_000.m3",1,0,0,0,0,0,0
2935,"Art\Prop\Housing\Decor\Fence\PRP_WhitePicketFence_SpringFlowers_Post_000.m3",1,0,0,0,0,0,0
2936,"Art\Prop\Dungeon\ArkShip\Cryo\Table\PRP_ArkShip_Cryo_Table_000.m3",1,0,0,0,0,0,0
2937,"Art\Prop\Constructed\Couch\Granok\PRP_Couch_Granok_BlueSkulls_000.m3",1,0,0,0,0,0,0
2938,"Art\Prop\Constructed\MISC\Food\PRP_MISC_Food_Taco_000.m3",1,0,0,0,0,0,0
2939,"Art\Prop\Constructed\Light\Granok\PRP_Light_Granok_StringLights_000.m3",1,0,0,0,180,0,0
2940,"Art\Prop\Constructed\Light\Granok\PRP_Light_Granok_StringLights_002.m3",1,0,0,0,180,0,0
2941,"Art\Prop\Constructed\Light\Granok\PRP_Light_Granok_StringLights_003.m3",1,0,0,0,180,0,0
2942,"Art\Prop\Natural\Bush\BrambleHedge\PRP_Bush_BrambleHedge_Green_000.m3",1,0,0,0,0,0,0
2943,"Art\Prop\Natural\Bush\BrambleHedge\PRP_Bush_BrambleHedge_Green_003.m3",1,0,0,0,0,0,0
2944,"Art\Prop\Natural\Tree\SkinnyTall_Yellow_Deciduous\PRP_Tree_SkinnyTall_Yellow_Deciduous_001.m3",1,0,0,0,0,0,0
2945,"Art\Prop\Natural\Tree\SkinnyTall_Yellow_Deciduous\PRP_Tree_SkinnyTall_Yellow_Deciduous_000.m3",1,0,0,0,0,0,0
2946,"Art\Prop\Constructed\Light\PRP_Lampost_SancCommonHooked_Grey_001.m3",1,0,0,0,0,0,0
2947,"Art\Prop\Constructed\Chair\Mechari\PRP_Chair_Mechari_000.m3",1,0,0,0,0,0,0
2948,"Art\Prop\Constructed\Chair\Mechari\PRP_Chair_Mechari_Stool_000.m3",1,0,0,0,0,0,0
2949,"Art\Prop\Constructed\Light\Mechari\PRP_Mechari_Lamp_000.m3",1,0,0,0,0,0,0
2950,"Art\Prop\Constructed\Pillar\Mechari\PRP_Pillar_Mechari_000.m3",1,0,0,0,0,0,0
2951,"Art\Prop\Constructed\Table\Mechari\PRP_Table_Mechari_000.m3",1,0,0,0,0,0,0
2952,"Art\Prop\Constructed\Food\Human\CupCake\PRP_Food_Human_CupCake_001.m3",1,0,0,0,0,0,0
2953,"Art\FX\Model\Props\Firework_Skyrocket\FX_Fireworks_Skyrocket_Dominion.m3",1,0,0,0,0,0,0
2954,"Art\FX\Model\Props\Firework_Skyrocket\FX_Fireworks_Skyrocket_Exile.m3",1,0,0,0,0,0,0
2955,"Art\Water\Waterfall\Wilderrun\PRP_Waterfall_Wilderrun_LargerTiered_001.m3",0.3,0,0,0,0,0,0
2956,"Art\Water\Waterfall\Wilderrun\PRP_Waterfall_Wilderrun_LargerTiered_002.m3",0.3,0,0,0,0,0,0
