"ID","Description","HeightScale","HeightOffset","ParallaxScale","ParallaxOffset","MetersPerTextureTile","ColorMapPath","NormalMapPath","AverageColor","Projection","materialType","worldClutterId00","worldClutterId01","worldClutterId02","worldClutterId03","specularPower","emissiveGlow","scrollSpeed00","scrollSpeed01"
1019,"Shades_Eve_Grass_Mossy",1,0,0,0,4,"Art\Terrain\Grass\Terrain_Grass_NastyMossy_GreenOlive_000_Color.tex","Art\Terrain\Grass\Terrain_Grass_NastyMossy_GreenOlive_000_Normal.tex",2153069590,0,8,33,0,0,0,0,0,0,0
1023,"SabotagePVP_CrackedMud",1,0,0,0,8,"Art\Terrain\Mud\Terrain_Mud_NastyDeepCracked_BrownDark_000_Color.tex","Art\Terrain\Mud\Terrain_Mud_NastyDeepCracked_BrownDark_000_Normal.tex",2151100444,0,7,0,0,0,0,0,0,0,0
1024,"Terrain_Road_Hex_LRG",2,0,0,0,32,"Art\Terrain\Road\Terrain_Road_Dominion_Hex_Base_Color.tex","Art\Terrain\Road\Terrain_Road_Dominion_Hex_Base_Normal.tex",2137415243,0,13,28,196,0,0,0,0,0,0
1025,"Whitevale_Tundra_Gravel",5,0,-1,0.5,8,"Art\Terrain\_Warplot\terrain_warplot_gravel_000_color.tex","Art\Terrain\Gravel\Terrain_Gravel_SandstoneCut_Rust_000_Normal.tex",2168997186,0,15,178,185,0,0,48,0,0,0
1026,"Shades_Eve_Roots_Withered_large",3,0,0,0,16,"Art\Terrain\Roots\Terrain_Roots_WitheredDirt_GreyBrown_000_Color.tex","Art\Terrain\Roots\Terrain_Roots_WitheredDirt_GreyBrown_000_Normal.tex",2150968604,0,7,0,475,477,476,0,0,0,0
1027,"Whitevale_Shale_Horizontal_ZY",1,0,0,0,32,"Art\Terrain\_Whitevale\Terrain_Whitevale_Stone_ShaleHorizontal_000_Color.tex","Art\Terrain\_Whitevale\terrain_whitevale_stone_shalehorizontal_000_dxtnormal.tex",2185246767,2,11,0,0,0,0,0,0,0,0
1028,"DUPE",3,0,0,0,8,"Art\Terrain\Roots\Terrain_Roots_WitheredDirt_GreyBrown_000_Color.tex","Art\Terrain\Roots\Terrain_Roots_WitheredDirt_GreyBrown_000_Normal.tex",2150968604,0,7,0,0,0,0,0,0,0,0
1029,"Grimvault_Rock_Cracked_32",1,0,-2,1,32,"Art\Terrain\_Grimvault\Terrain_Rock_Flat_Grimvault_000_Color.tex","Art\Terrain\_Grimvault\terrain_rock_flat_grimvault_000_normal.tex",2152025413,0,11,0,0,0,0,0,0,0,0
1031,"HalonRing_TermiteCraters",1,1,0,0,16,"Art\Terrain\_Deradune\Terrain_TerminiteHive_PotMarks_000_Color.tex","Art\Terrain\_Deradune\Terrain_TerminiteHive_PotMarks_000_Normal.tex",2153988936,0,5,0,0,0,0,0,0,0,0
1032,"HalonRing_TermiteFlat",1,1,0,0,16,"Art\Terrain\_Deradune\Terrain_CreepingGoo_Flattener_Deradune_000_Color.tex","Art\Terrain\_Deradune\Terrain_CreepingGoo_Flattener_Deradune_000_Normal.tex",2154186571,0,5,0,0,0,0,0,0,0,0
1033,"HalonRing_TermiteYellowGlobs",1,1,0,0,16,"Art\Terrain\_Deradune\Terrain_TerminiteHive_PotMarks_Bulbs_000_Color.tex","Art\Terrain\_Deradune\Terrain_TerminiteHive_PotMarks_Bulbs_000_Normal.tex",2106352445,0,1,0,0,0,0,0,0,0,0
1034,"ShadesEve_Grass_Purple_000",1,0,0,0,4,"Art\Terrain\_Murkmire\ShadesEve_Grass_Purple_Color_000.tex","Art\Terrain\_Algoroc\Terrain_Grass_Base_Normal.tex",2152743253,0,0,481,482,483,484,0,0,0,0
1035,"HalonRing_Bones",5,0,0,0,16,"Art\Terrain\_Dreadmoor\Terrain_Bones_Pile_000_Color.tex","Art\Terrain\_Dreadmoor\Terrain_Bones_Pile_000_Normal.tex",2134717732,0,15,359,358,0,0,0,0,0,0
1036,"Shadeseve_Moss_Rock",1,0,0,0,16,"Art\Terrain\_Wilderun\Terrain_Mossy_Rock_Wilderun_000_Color.tex","Art\Terrain\_Wilderun\Terrain_Mossy_Rock_Wilderun_000_Normal.tex",2169197899,0,11,0,0,0,0,0,0,0,0
1037,"HalonRing_Plasma",1,0,0,0,8,"Art\Terrain\Tech\Terrain_Tech_Eldan_Plasma_Grey_000_Color.tex","Art\Terrain\Tech\Terrain_Tech_Eldan_Plasma_000_Normal.tex",2157813405,0,19,0,0,0,0,0,4281561219,0,1
1038,"HalonRing_Plasma_Laveka",1,0,0,0,8,"Art\Terrain\Tech\Terrain_Tech_Eldan_Plasma_Grey_000_Color.tex","Art\Terrain\Tech\Terrain_Tech_Eldan_Plasma_000_Normal.tex",2157813405,0,19,0,0,0,0,0,4286791731,-1,0
1039,"Coralus_Grass_Long",1,0,0,0,4,"Art\Terrain\_Coralus\Terrain_Coralus_Grass_Dunes_000_Color.tex","Art\Terrain\_Coralus\Terrain_Coralus_Grass_Dunes_000_Normal.tex",2151500074,0,8,499,500,501,502,0,0,0,0
1040,"ShadesEve_RoundStones",3,0,-2,1,8,"Art\Terrain\Gravel\Terrain_Gravel_SmoothRoundStonesMossy_GreyGreen_000_Color.tex","Art\Terrain\Gravel\Terrain_Gravel_SmoothRoundStonesMossy_GreyGreen_000_Normal.tex",2151696701,0,11,20,20,20,20,0,0,0,0
1041,"Halon_Sand_treads",1,0,0,0,8,"Art\Terrain\_HalonRing\Terrain_Sand_Treads_BlueGrey_000_color.tex","Art\Terrain\_HalonRing\Terrain_Sand_Treads_BlueGrey_000_normal.tex",2118276451,0,0,0,0,0,0,0,0,0,0
1042,"Halon_Holes_000",1,0,0,0,8,"Art\Terrain\_HalonRing\Terrain_Halon_PittedGround_000_color.tex","Art\Terrain\_HalonRing\Terrain_Halon_PittedGround_000_normal.tex",2135250237,0,0,0,0,0,0,0,0,0,0
1043,"WS2_HOTH_Grass_Frosted",2,0,0,0,4,"Art\Terrain\_NorthernWilds\Terrain_Grass_CrispLongDirectional_NorthernWilds_GreenDarkDesaturated_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Grass_CrispLongDirectional_NorthernWilds_GreenDarkDesaturated_000_Normal.tex",2134001986,0,8,43,100,101,102,0,0,0,0
1044,"PVP_Sabotage_Desolate_Grass",3,0,0,0,4,"Art\Terrain\_Grimvault\Terrain_Grass_Golden_Dead_000_Color.tex","Art\Terrain\_Grimvault\Terrain_Grass_Golden_Dead_000_Normal.tex",2154521658,0,8,334,339,340,388,0,0,0,0
1045,"WS2_HOTH_NorthernWilds_Dirt",2,0,0,0,8,"Art\Terrain\_NorthernWilds\Terrain_Dirt_DryGravelBits_Nwilds_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Dirt_DryGravelBits_Nwilds_000_Normal.tex",2168468519,0,7,133,0,0,0,0,0,0,0
1046,"Halon_Wormy_Grass_000",1,0,0,0,4,"Art\Terrain\_HalonRing\Terrain_Halon_WormyGround_000_color.tex","Art\Terrain\_HalonRing\Terrain_Halon_WormyGround_000_normal.tex",2168280882,0,0,487,0,0,0,0,0,0,0
1047,"Liquid_Metal",1,0,0,0,8,"Art\Terrain\Lava\Terrain_Liquid_Metal_001_color.tex","Art\Terrain\Lava\Terrain_Liquid_Metal_001_normal.tex",2153997411,0,0,0,0,0,0,0,15790071,0,0
1048,"Liquid_Metal_flattener_000",1,0,-2,1,8,"Art\Terrain\Lava\Terrain_Liquid_Metal_001_flattener_color.tex","Art\Terrain\Lava\Terrain_Liquid_Metal_001_flattener_normal.tex",2138141297,0,0,0,0,0,0,0,0,0,0
1049,"Osun_Base_Iced_000",1,0,0,0,32,"Art\Terrain\_Arcterra\Tech_OsunTechPlate_Base_Iced_Revamp_000_Color.tex","Art\Terrain\_Arcterra\Tech_OsunTechPlate_Base_Iced_Revamp_000_Normal.tex",2168078658,0,0,0,0,0,0,0,0,0,0
1050,"Tech_Osun_TechPlate_Detail_Iced_000",1,0,0,0,32,"Art\Terrain\Tech\Tech_OsunTechPlate_Details_Iced_Color.tex","Art\Terrain\Tech\Tech_OsunTechPlate_Details_Iced_Normal.tex",2133799994,0,0,0,0,0,0,0,0,0,0
1051,"Tech_Osun_Flattener_Iced",1,0,0,0,32,"Art\Terrain\Tech\Tech_OsunTechPlate_Flattener_Iced_Color.tex","Art\Terrain\Tech\Tech_OsunTechPlate_Flattener_Normal.tex",2167881024,0,0,0,0,0,0,0,0,0,0
1052,"WS2_HOTH_NorthernWilds_Rock_Large",1,0,0,0,32,"Art\Terrain\_NorthernWilds\Terrain_Rock_MicroSandstoneSmooth_Nwilds_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Rock_MicroSandstoneSmooth_Nwilds_000_Normal.tex",2152019506,0,11,0,0,0,0,48,0,0,0
1053,"WS2_HOTH_NorthernWilds_Rock_Medium",3,0,-1,-0.5,16,"Art\Terrain\_NorthernWilds\Terrain_Rock_MicroSandstoneSmooth_Nwilds_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Rock_MicroSandstoneSmooth_Nwilds_000_Normal.tex",2152019506,0,11,0,0,0,0,0,0,0,0
1054,"WS2_HOTH_NorthernWilds_Rock_Smooth",2,0,0,0,32,"Art\Terrain\_NorthernWilds\Terrain_Rock_MicroTilingSandstoneSmooth_Nwilds_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Rock_MicroTilingSandstoneSmooth_Rust_Nwilds_000_Normal.tex",2169191477,0,11,0,0,0,0,0,0,0,0
1055,"Warplot_Shale_XZ",1,0,0,0,32,"Art\Terrain\_Warplot\terrain_warplot_rock_shale_000_color.tex","Art\Terrain\_Warplot\terrain_warplot_rock_shale_000_normal.tex",2101691458,0,11,0,0,0,0,0,0,0,0
1057,"Copy of Galeras_Vines",3,0,1,0,8,"Art\Terrain\_Coralus\Terrain_Coralus_GroundVines_000_Color.tex","Art\Terrain\_Coralus\Terrain_Coralus_GroundVines_000_Normal.tex",2167359282,0,5,0,0,0,0,0,0,0,0
1058,"HalonRing_Crystal_Geode",1,0,0,0,16,"Art\Terrain\_Algoroc\Terrain_Rock_Geode_GrayScale_Color.tex","Art\Terrain\_Algoroc\Terrain_Rock_Geode_Loftite_Normal.tex",2154391657,0,0,0,510,506,511,0,16769790,0,0
1059,"Coralus_Shell_Dirt",1,0,0.05,-0.025,8,"Art\Terrain\_Coralus\terrain_coralus_shells_color.tex","Art\Terrain\_Coralus\terrain_coralus_shells_normal.tex",2124044090,0,7,0,522,523,524,0,0,0,0
1060,"Halon_Rock_Slanted_001_Large",1,0,0,0,64,"Art\Terrain\_HalonRing\terrain_rock_slanted_bluegreydark_001_color.tex","Art\Terrain\_HalonRing\terrain_rock_slanted_bluegreydark_001_normal.tex",2132752971,0,11,0,0,0,0,0,0,0,0
1061,"HalonRing_Rock_Cratered_Large",1,0,-4,0,64,"Art\Terrain\_HalonRing\Terrain_Rock_CrateredRock_BlueGrey_000_Color.tex","Art\Terrain\_HalonRing\Terrain_Rock_CrateredRock_BlueGrey_000_Normal.tex",2151500632,0,11,462,443,442,441,0,0,0,0
1062,"Halon_Rock_Slanted_000_Large",1,0,0,0,64,"Art\Terrain\_HalonRing\terrain_rock_slanted_bluegreydark_000_color.tex","Art\Terrain\_HalonRing\terrain_rock_slanted_bluegreydark_000_normal.tex",2149530187,0,11,0,0,0,0,0,0,0,0
1063,"HalonRing_Rock_Cracked_Large",2,0,-5,0,128,"Art\Terrain\_HalonRing\Terrain_Rock_SmoothAngular_BlueGreyDark_000_Color.tex","Art\Terrain\_HalonRing\Terrain_Rock_SmoothAngular_BlueGreyDark_000_Normal.tex",2134526296,0,11,0,0,0,0,0,0,0,0
1064,"Copy of WGK_Protostar_Tech_Flattener",1,0,0,0,32,"Art\Terrain\Tech\Terrain_TechPlates_LargePlate_000_Color.tex","Art\Terrain\Tech\Terrain_TechPlates_LargePlate_000_Normal.tex",2168471607,0,2,0,0,0,0,0,0,0,0
1075,"Winterfest_Road_Plazamall",1,0,0,0,16,"Art\Terrain\Road\terrain_road_plazamall_000_color.tex","Art\Terrain\Road\terrain_road_plazamall_000_normal.tex",2151693370,0,11,0,0,0,0,0,0,0,0
1076,"Winterfest_Grass_Astroturf",2,0,0,0,4,"Art\Terrain\_NorthernWilds\Terrain_Grass_CrispLongDirectional_NorthernWilds_GreenDarkDesaturated_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Grass_CrispLongDirectional_NorthernWilds_GreenDarkDesaturated_000_Normal.tex",2134001986,0,8,43,102,0,0,0,0,0,0
1077,"Winterfest_Snow_Rough",3,0,0,0,16,"Art\Terrain\_Whitevale\Terrain_Snow_Rough_Whitevale_000_Color.tex","Art\Terrain\_Whitevale\Terrain_Snow_Rough_Whitevale_000_Normal.tex",2142814439,0,6,0,0,0,0,0,0,0,0
1078,"Winterfest_Snow_Drift",1,0.5,0,0,16,"Art\Terrain\Snow\terrain_snow_styrofoam_000_color.tex","Art\Terrain\Snow\terrain_snow_styrofoam_000_normal.tex",1903986060,0,6,0,0,0,0,0,0,0,0
1079,"Winterfest_Road_Pavers",1,0,0,0,16,"Art\Terrain\Road\terrain_road_square_pavers_000_color.tex","Art\Terrain\Road\terrain_road_square_pavers_000_normal.tex",2071031395,0,11,0,0,0,0,0,0,0,0
1080,"Winterfest_Road_Escalator_N",1,0,0,0,8,"Art\Terrain\Road\terrain_road_escalator_000_color.tex","Art\Terrain\Road\terrain_road_escalator_000_normal.tex",2151299127,0,2,0,0,0,0,0,0,0,3
1081,"Winterfest_Road_Escalator_S",1,0,0,0,8,"Art\Terrain\Road\terrain_road_escalator_000_color.tex","Art\Terrain\Road\terrain_road_escalator_000_normal.tex",2151299127,0,2,0,0,0,0,0,0,0,-3
1082,"Winterfest_Road_Escalator_E",1,0,0,0,8,"Art\Terrain\Road\terrain_road_escalator_90deg_000_color.tex","Art\Terrain\Road\terrain_road_escalator_90deg_000_normal.tex",2151299127,0,2,0,0,0,0,0,0,-3,0
1083,"Winterfest_Road_Escalator_W",1,0,0,0,8,"Art\Terrain\Road\terrain_road_escalator_90deg_000_color.tex","Art\Terrain\Road\terrain_road_escalator_90deg_000_normal.tex",2151299127,0,2,0,0,0,0,0,0,3,0
1084,"[UNUSED]",1,0.5,-0.5,0,16,"Art\Terrain\Snow\Terrain_Snow_LightSoftPowder_BlueLight_000_Color.tex","Art\Terrain\_Whitevale\Terrain_Whitevale_Snow_DriftsCrispArcing_BlueLight_000_Normal.tex",2142818279,0,6,0,199,200,201,0,0,0,0
1088,"Winterfest_Terrain_Ice_Flattener",1,0,-4,-2,8,"Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_Flattener_000_Color.tex","Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_Flattener_000_Normal.tex",2020708269,0,9,0,0,0,0,0,0,0,0
1089,"Winterfest_Road_Pavers_large",1,0,0,0,32,"Art\Terrain\Road\terrain_road_square_pavers_000_color.tex","Art\Terrain\Road\terrain_road_square_pavers_000_normal.tex",2071031395,0,11,0,0,0,0,0,0,0,0
1090,"Coralus_Sand_PartyGraw",1,0,0,0,8,"Art\Terrain\_Coralus\terrain_sand_main_coralus_000_color.tex","Art\Terrain\_Coralus\terrain_sand_main_coralus_000_normal.tex",2007009104,0,10,0,515,514,513,0,0,0,0
1091,"Coralus_Grass_PartyGraw",1,0,0,0,8,"Art\Terrain\_Coralus\terrain_grass_main_coralus_000_color.tex","Art\Terrain\_Coralus\terrain_grass_main_coralus_000_normal.tex",2153080860,0,8,525,503,504,505,0,0,0,0
1092,"Coralus_Dirt_PartyGraw",1,0,0,0,8,"Art\Terrain\_Coralus\terrain_dirt_main_coralus_000_color.tex","Art\Terrain\_Coralus\terrain_dirt_main_coralus_000_normal.tex",2155630909,0,7,521,518,520,519,0,0,0,0
1093,"Coralus_Rock_Craggy_Flat_PartyGraw",1,0,0,0,16,"Art\Terrain\_Coralus\terrain_rock_craggy_coralus_flattener_000_color.tex","Art\Terrain\_Coralus\terrain_rock_craggy_coralus_flattener_000_normal.tex",2174388854,0,11,0,0,0,0,0,0,0,0
1094,"Winterfest_Road_Pavers_small",1,0,0,0,8,"Art\Terrain\Road\terrain_road_square_pavers_000_color.tex","Art\Terrain\Road\terrain_road_square_pavers_000_normal.tex",2069779517,0,11,0,0,0,0,0,0,0,0
1095,"Logic_Grass_GrnDrkDesat_Color",3,0,0,0,4,"Art\Terrain\Grass\Terrain_Grass_CrispLongDirectional_GreenDarkDesaturated_000_Color.tex","Art\Terrain\Grass\Terrain_Grass_CrispLongDirectional_GreenDarkDesaturated_000_Normal.tex",2150058810,0,8,264,263,265,266,0,0,0,0
1096,"Logic_Sand",0.5,0.5,0,0,8,"Art\Terrain\Sand\Terrain_Sand_WavyWRockbits_TanGrey_000_Color.tex","Art\Terrain\Sand\Terrain_Sand_WavyWRockbits_TanGrey_000_Normal.tex",2140112497,0,10,189,157,158,159,0,0,0,0
1097,"Logic_MountainStone_ZY",3,0,0.1,-0.05,128,"Art\terrain\rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_color.tex","Art\terrain\rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_Normal.tex",2135774555,2,11,0,0,0,0,0,0,0,0
1098,"Logic_MountainStone_Small_XZ",1,0,0,0,16,"Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_color.tex","Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_Normal.tex",2135774555,0,11,0,0,0,0,0,0,0,0
1099,"Logic_MountainStone_Small_ZY",1,0,0.1,-0.05,32,"Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_color.tex","Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_Normal.tex",2135774555,2,11,0,0,0,0,0,0,0,0
1100,"Logic_MountainStone_XY",3,0,0,0,128,"Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_color.tex","Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_Normal.tex",2135774555,1,11,0,0,0,0,0,0,0,0
1101,"Logic_StoneFlattener_XY",0,1,-0.1,0.05,32,"Art\Terrain\Rock\Terrain_Rock_EllevarMicroSmooth_Grey_Color.tex","Art\Terrain\Dev\Terrain_Dev_1_Normal.tex",2152749147,1,11,0,0,0,0,0,0,0,0
1102,"Logic_StoneFlattener_ZY",0,1,-0.1,0.05,32,"Art\Terrain\Rock\Terrain_Rock_EllevarMicroSmooth_Grey_Color.tex","Art\Terrain\Dev\Terrain_Dev_1_Normal.tex",2152749147,2,11,0,0,0,0,0,0,0,0
1103,"Logic_StoneFlattener",0,1,-0.1,0.05,64,"Art\Terrain\Rock\Terrain_Rock_EllevarMicroSmooth_Grey_Color.tex","Art\Terrain\Dev\Terrain_Dev_1_Normal.tex",2152749147,0,11,0,0,0,0,0,0,0,0
1104,"Grimvault_Exanite_Flattener",1,0,0,0,32,"Art\Terrain\Rock\Terrain_Exanite_Flat_000_color.tex","Art\Terrain\Rock\Terrain_Exanite_Flat_000_normal.tex",2141554515,0,11,0,338,0,0,0,0,0,0
1105,"Logic_RoundStones",3,0,-2,1,8,"Art\Terrain\Gravel\Terrain_Gravel_SmoothRoundStonesMossy_GreyGreen_000_Color.tex","Art\Terrain\Gravel\Terrain_Gravel_SmoothRoundStonesMossy_GreyGreen_000_Normal.tex",2151696701,0,11,20,20,20,20,0,0,0,0
1106,"Shiphand_Coralus_Seaweed",1,0,0,0,8,"Art\Terrain\_Coralus\terrain_seaweed_main_coralus_000_color.tex","Art\Terrain\_Coralus\terrain_seaweed_main_coralus_000_normal.tex",2166641970,0,8,319,496,497,498,0,0,0,0
1107,"Shiphand_Coralus_Coral",1,0,0,0,16,"Art\Terrain\_Coralus\terrain_coral_main_coralus_000_color.tex","Art\Terrain\_Coralus\terrain_coral_main_coralus_000_normal.tex",2190103839,0,1,512,508,507,509,0,0,0,0
1108,"Shiphand_Coralus_Sand",1,0,0,0,8,"Art\Terrain\_Coralus\terrain_sand_main_coralus_000_color.tex","Art\Terrain\_Coralus\terrain_sand_main_coralus_000_normal.tex",2007009104,0,10,0,515,514,513,0,0,0,0
1109,"Shiphand_Coralus_Rock_Craggy",1,0,0,0,64,"Art\Terrain\_Coralus\terrain_rock_craggy_coralus_000_color.tex","Art\Terrain\_Coralus\terrain_rock_craggy_coralus_000_normal.tex",2173336422,0,11,0,0,0,0,0,0,0,0
1110,"Shiphand_Coralus_Coral_flattener",1,0,0,0,16,"Art\Terrain\_Coralus\terrain_coral_main_coralus_flattener_000_color.tex","Art\Terrain\_Coralus\terrain_coral_main_coralus_flattener_000_normal.tex",2157797412,0,5,0,0,0,0,0,0,0,0
1111,"Shipand_Coralus_Underwater_Flora",1,1,-0.15,0.075,32,"Art\Terrain\_Whitevale\Terrain_Underwater_Flora_Whitevale_000_Color.tex","Art\Terrain\Moss\Terrain_Moss_BubbleySoft_GreenDark_000_Normal.tex",2133090384,0,8,49,0,0,0,0,0,0,0
1112,"Housing_SandFlat",1,0,0,0,16,"Art\Terrain\_Malgrave\Terrain_Sand_DriftsCrisp_Tan_000_Color.tex","Art\Terrain\_Malgrave\Terrain_Sand_DriftsCrisp_Tan_000_Normal.tex",2058194779,0,10,46,90,99,92,0,0,0,0
1129,"Housing_Malgrave_Gravel",5,0,0,0,8,"Art\Terrain\_Housing\Terrain_Malgrave_Gravel_Housing_000_Color.tex","Art\Terrain\_Malgrave\Terrain_Gravel_WavyCutSand_GreenBrown_000_Normal.tex",1816148257,0,15,44,451,452,453,0,0,0,0
1130,"Housing_Malgrave_Dirt",1,2,0,0,8,"Art\Terrain\_Housing\Terrain_Malgrave_Dirt_Housing_Color.tex","Art\Terrain\_Malgrave\Terrain_Dirt_Malgrave_Orange_Normal.tex",2153991978,0,7,45,89,93,91,0,0,0,0
1131,"Housing_Malgrave_Sand",5,-0.7,0,0,16,"Art\Terrain\_Housing\Terrain_Malgrave_Sand_Housing_000_Color.tex","Art\Terrain\_Malgrave\Terrain_Sand_DriftsCrisp_Tan_000_Normal.tex",2053855797,0,10,46,90,99,92,0,0,0,0
1132,"Housing_WhiteVale_Stones",1,0,0,0,16,"Art\Terrain\_Housing\Terrain_Whitevale_Gravel_Housing_000_Color.tex","Art\Terrain\Gravel\Terrain_Gravel_SmoothRound_GreyGreen_000_Normal.tex",2150968629,0,15,36,0,0,0,0,0,0,0
1133,"Housing_Whitevale_Mud",1,0,-0.7,0.025,8,"Art\Terrain\_Housing\Terrain_Whitevale_Dirt_Housing_000_Color.tex","Art\Terrain\Mud\terrain_mud_driedbubbly_brownpurple_000_dxtnormal.tex",2152218949,0,17,28,103,100,104,0,0,0,0
1134,"Housing_Whitevale_Snow",1,0,0,0,32,"Art\Terrain\_Housing\Terrain_Whitevale_Powder_Housing_000_Color.tex","Art\Terrain\_Whitevale\Terrain_Whitevale_Snow_DriftsCrispArcing_BlueLight_000_Normal.tex",2136170089,0,6,0,0,0,0,0,0,0,0
1135,"UNUSED",1,0,-1,0.5,8,"Art\Terrain\Gravel\Terrain_Gravel_SmoothRoundLargeStones_BrownGrey_000_Color.tex","Art\Terrain\Gravel\Terrain_Gravel_SmoothRoundLargeStones_BrownGrey_000_Normal.tex",2154189114,0,11,0,0,0,0,0,0,0,0
1136,"Housing_Auroria_Grass",2,0,0,0,4,"Art\Terrain\_Housing\Terrain_Auroria_Grass_Housing_Color.tex","Art\Terrain\Grass\Terrain_Grass_LongDirectional_YellowGreen_000_Normal.tex",2153471513,0,8,527,527,527,527,0,0,0,0
1137,"Housing_Ellevar_Grass",3,0,0,0,4,"Art\Terrain\Grass\Terrain_Grass_CrispLongDirectional_GreenDarkDesaturated_000_Color.tex","Art\Terrain\Grass\Terrain_Grass_CrispLongDirectional_GreenDarkDesaturated_000_Normal.tex",2150058810,0,8,264,263,265,266,0,0,0,0
1138,"Housing_Ellevar_Mud",3,1,0,0,4,"Art\Terrain\Mud\Terrain_Mud_DriedBubbly_BrownDark_000_Color.tex","Art\Terrain\Mud\Terrain_Mud_DriedBubbly_BrownDark_000_Normal.tex",2168997170,0,17,271,272,273,274,0,0,0,0
1139,"Housing_Ellevar_Stones",3,0,-2,1,8,"Art\Terrain\Gravel\Terrain_Gravel_SmoothRoundStonesMossy_GreyGreen_000_Color.tex","Art\Terrain\Gravel\Terrain_Gravel_SmoothRoundStonesMossy_GreyGreen_000_Normal.tex",2151696701,0,11,20,20,20,20,0,0,0,0
1140,"Housing_Celestion_Grass",1,0.3,0,0,8,"Art\Terrain\_Housing\Terrain_Celestion_Grass_Housing_Color.tex","Art\Terrain\Moss\Terrain_Moss_SpottySoft_Green_000_Normal.tex",2114541610,0,8,295,296,297,298,0,0,0,0
1141,"Housing_Celestion_Stones",3,0,-2,1,16,"Art\Terrain\Gravel\Terrain_Gravel_SmoothRoundStonesMossy_GreyGreen_000_Color.tex","Art\Terrain\Gravel\Terrain_Gravel_SmoothRoundStonesMossy_GreyGreen_000_Normal.tex",2151696701,0,15,20,0,0,0,0,0,0,0
1142,"Housing_Celestion_Leaves",3,0,0,0,8,"Art\Terrain\_Housing\Terrain_Celestion_Leafy_Housing_Color.tex","Art\Terrain\Leaf\Terrain_Leaf_VinesMossy_Green_000_Normal.tex",2147704367,0,8,30,0,0,0,0,0,0,0
1143,"Housing_Strain_Main",1,0,0,0,8,"Art\Terrain\_Grimvault\Terrain_Strain_soft_Flattener_001_color.tex","Art\Terrain\_Grimvault\terrain_strain_soft_flattener_001_normal.tex",2168273232,0,5,0,342,343,0,0,0,0,0
1144,"Housing_Strain_Scales",1,0,0,0,8,"Art\Terrain\_Grimvault\Corrupted_BlackOrganic_001_color.tex","Art\Terrain\_Grimvault\corrupted_blackorganic_001_dxtnormal.tex",2133270572,0,5,0,247,0,0,0,0,0,0
1145,"Housing_Strain_Goo",1,0,-1,0.5,8,"Art\Terrain\_Grimvault\Terrain_Strain_Goo_000_Color.tex","Art\Terrain\_Grimvault\Terrain_Strain_Goo_000_Normal.tex",2151704694,0,17,0,344,345,346,0,13429233,0.02,0
1146,"Housing_Drusera_Dirt",0.5,0.5,0,0,8,"Art\Terrain\_Grimvault\terrain_sand_idealized_000_color.tex","Art\Terrain\_Grimvault\terrain_sand_idealized_000_normal.tex",2138667619,0,7,189,157,158,0,0,0,0,0
1147,"Housing_Drusera_Geode",1,0,-0.5,0.25,8,"Art\Terrain\Rock\Terrain_Rock_Exanite_000_Color.tex","Art\Terrain\_Algoroc\Terrain_Rock_Geode_Loftite_Normal.tex",2159971915,0,15,0,338,0,0,0,15071080,0,0
1148,"Housing_Drusera_Grass",1,0,0,0,4,"Art\Terrain\_Grimvault\Terrain_Grass_Golden_000_Color.tex","Art\Terrain\_Grimvault\Terrain_Grass_Golden_000_Normal.tex",2155637821,0,8,528,529,530,531,0,15457053,0,0
1149,"Housing_Asteroid_Gravel",1,0,-1,0.5,8,"Art\Terrain\_HalonRing\Terrain_Rock_CrumbledPeebles_BlueGrey_000.tex","Art\Terrain\_HalonRing\Terrain_Rock_CrumbledPeebles_BlueGrey_000_normal.tex",2101894249,0,15,462,445,441,442,0,5373922,0,0
1150,"Housing_Asteroid_Cratered",1,0,-4,0,16,"Art\Terrain\_HalonRing\Terrain_Rock_CrateredRock_BlueGrey_000_Color.tex","Art\Terrain\_HalonRing\Terrain_Rock_CrateredRock_BlueGrey_000_Normal.tex",2151500632,0,11,462,443,442,441,0,0,0,0
1151,"Housing_Asteroid_Flattener",1,0,0,0,16,"Art\Terrain\_HalonRing\Terrain_Rock_MeteoriteFlating_BlueGrey_000_Color.tex","Art\Terrain\_HalonRing\Terrain_Rock_MeteoriteFlating_BlueGrey_000_Normal.tex",1815759704,0,11,462,440,441,442,0,0,0,0
