"ID","Description","density","clutterFlags","assetPath0","assetPath01","assetPath02","assetPath03","assetPath04","assetPath05","assetWeight0","assetWeight01","assetWeight02","assetWeight03","assetWeight04","assetWeight05","flag0","flag01","flag02","flag03","flag04","flag05","minScale0","minScale01","minScale02","minScale03","minScale04","minScale05","rotationMin0","rotationMin01","rotationMin02","rotationMin03","rotationMin04","rotationMin05","rotationMax0","rotationMax01","rotationMax02","rotationMax03","rotationMax04","rotationMax05","emissiveGlow00","emissiveGlow01","emissiveGlow02","emissiveGlow03","emissiveGlow04","emissiveGlow05"
439,"Wilderrun_Road_001",10,0,"Art\Terrain\_Wilderun\Clutter\Clutter_Road_Wilderun_001.m3","Art\Terrain\_Wilderun\Clutter\Clutter_Road_Wilderun_002.m3","Art\Terrain\_Wilderun\Clutter\Clutter_Road_Wilderun_003.m3","","","",0.5,0.25,0.25,0.08,0.08,0.08,6,6,6,0,0,0,6,5,4,0.4,0.4,0.4,3.12414,3.12414,3.12414,0,0,0,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0
440,"Halon_Plants_000",200,2,"Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_000.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_000.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_000.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_000.m3","","",0.25,0.25,0.25,0.25,0,0,6,6,6,6,0,0,3,3,3,2,0,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,4292734964,4293851385,4293655036,4293851130,0,0
441,"Halon_Rocks_000",200,2,"Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_006.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_007.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_008.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_006.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_007.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_008.m3",0.2,0.2,0.2,0.2,0.1,0.1,6,6,6,6,6,6,1,2,4,2,1,4,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
442,"Halon_plants_002",200,2,"Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_003.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_003.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_003.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_003.m3","","",0.25,0.25,0.25,0.25,0,0,6,6,6,6,0,0,8,8,10,7,0,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,4293588985,4294507001,4294113272,4293587187,0,0
443,"Halon_Plants_003",200,2,"Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_007.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_008.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_009.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_007.m3","","",0.25,0.25,0.25,0.25,0,0,6,6,6,6,0,0,4,3,5,5,0,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,4292801270,4293786364,4293917692,4293391092,0,0
444,"Halon_Plants_004",200,2,"Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_004.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_004.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_002.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_002.m3","","",0.25,0.25,0.25,0.25,0,0,6,6,6,6,0,0,9,6,7,7,0,0,3.12414,-3.12414,-3.12414,-3.12414,0,0,-3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0,0,0
445,"Halon_Plants_005",200,2,"Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_003.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_003.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_004.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_003.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_004.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_005.m3",0.25,0.25,0.25,0.25,0.2,0.2,6,6,6,6,6,6,4,4,4,2,5,4,-0.139626,-0.15708,-0.15708,0.191986,-0.226893,-0.20944,0.174533,0.139626,0.139626,-0.20944,0.314159,0.261799,0,0,0,0,0,0
446,"Halon_Plants_006",200,2,"Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_005.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_005.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_005.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Plants_001.m3","","",0.25,0.25,0.3,0.2,0,0,6,6,6,6,0,0,4,4,6,7,0,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,5268207,0,0,0,0,0
447,"Buzzbing_Pollen_002",200,2,"Art\Terrain\_Auroria\Clutter\honey_plant_004.m3","Art\Terrain\_Auroria\Clutter\honey_plant_004.m3","","","","",0.5,0.5,0.25,0,0,0,6,6,0,0,0,0,5,6,1,0,0,0,3.12414,3.12414,0,0,0,0,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0,0
448,"Malgrave_RoadClutter_001",100,2,"","","Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Plants_Malgrave\Clutter_Dirt_Plants_Scrub_Malgrave_006.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Plants_Malgrave\Clutter_Dirt_Plants_Scrub_Malgrave_003.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Plants_Malgrave\Clutter_Dirt_Plants_Cactus_Malgrave_001.m3","",0.075,0.25,0.25,0.3,0.02,0.02,0,0,0,0,0,0,1,1.5,3,2,2,2,3.12414,3.12414,3.12414,3.12414,3.12414,0,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
449,"Malgrave_RoadClutter_002",250,0,"Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Plants_Malgrave\Clutter_Dirt_Plants_Scrub_Malgrave_005.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Road_Malgrave\Clutter_Road_Malgrave_000.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Plants_Malgrave\Clutter_Dirt_Plants_Flower_Malgrave_004.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Road_Malgrave\Clutter_Road_Malgrave_002.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Plants_Malgrave\Clutter_Dirt_Plants_Scrub_Malgrave_003.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Plants_Malgrave\Clutter_Dirt_Plants_Scrub_Malgrave_002.m3",0.075,0.2,0.2,0.2,0.1,0.02,6,6,6,6,6,6,2,-0.5,1,1,3,2,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
450,"Malgrave_HardSand_000",1,2,"Art\Terrain\_Malgrave\Clutter\Clutter_Sand_Plants_Malgrave\Clutter_Sand_Plants_Twiggy_Malgrave_004.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Sand_Plants_Malgrave\Clutter_Sand_Plants_Twiggy_Malgrave_003.m3","","","Art\Terrain\_Malgrave\Clutter\Clutter_Sand_Plants_Malgrave\Clutter_Sand_Plants_Twiggy_Malgrave_000.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Sand_Plants_Malgrave\Clutter_Sand_Plants_Scrub_Malgrave_004.m3",0.2,0.2,0.2,0.2,0.2,0.4,6,6,0,0,6,6,2.5,1.25,1.75,2.25,2,2.2,3.12414,3.12414,0,0,3.12414,-3.12414,-3.12414,-3.12414,0,0,-3.12414,3.12414,0,0,0,0,0,0
451,"Malgrave_Gravel_Heavy",200,0,"Art\Terrain\_Malgrave\Clutter\Clutter_Gravel_Malgrave\Clutter_Gravel_Malgrave_000.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Gravel_Malgrave\Clutter_Gravel_Malgrave_001.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Gravel_Malgrave\Clutter_Gravel_Malgrave_002.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Gravel_Malgrave\Clutter_Gravel_Malgrave_003.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Gravel_Malgrave\Clutter_Gravel_Malgrave_004.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Gravel_Malgrave\Clutter_Gravel_Malgrave_005.m3",1,1,1,1,1,1,6,6,6,6,6,6,1.5,1.5,0.5,1.5,0.5,2,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
452,"Malgrave_Gravel_Plants_001",100,2,"Art\Terrain\_Malgrave\Clutter\Clutter_Gravel_Malgrave\Clutter_Gravel_Malgrave_006.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Gravel_Malgrave\Clutter_Gravel_Malgrave_007.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Gravel_Malgrave\Clutter_Gravel_Malgrave_006.m3","","","",0.5,0.25,0.25,0,0,0,6,6,6,0,0,0,1,1.5,0.75,0,0,0,3.12414,3.12414,3.12414,0,0,0,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0
453,"Malgrave_Gravel_Plants_002",200,2,"Art\Terrain\_Malgrave\Clutter\Clutter_Gravel_Malgrave\Clutter_Gravel_Malgrave_008.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Gravel_Malgrave\Clutter_Gravel_Malgrave_008.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Gravel_Malgrave\Clutter_Gravel_Malgrave_008.m3","","","",0.5,0.25,0.25,0,0,0,6,6,6,0,0,0,1,3,2,0,0,0,3.12414,3.12414,3.12414,0,0,0,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0
454,"Malgrave_Sand_Base_000",1,2,"Art\Terrain\_Malgrave\Clutter\Clutter_Sand_Plants_Malgrave\Clutter_Sand_Plants_Scrub_Malgrave_003.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Sand_Plants_Malgrave\Clutter_Sand_Plants_Scrub_Malgrave_002.m3","","","","",0.5,0.5,0.2,0.2,0.2,0.25,6,6,0,0,0,0,2.5,3.25,1.75,2.25,2,2.2,3.12414,3.12414,0,0,0,0,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0,0
455,"Malgrave_FlatRock_Base",1,0,"Art\Terrain\_Malgrave\Clutter\Clutter_FlattRock_000.m3","Art\Terrain\_Malgrave\Clutter\Clutter_FlattRock_001.m3","Art\Terrain\_Malgrave\Clutter\Clutter_FlattRock_002.m3","Art\Terrain\_Malgrave\Clutter\Clutter_FlattRock_003.m3","","",0.25,0.25,0.25,0.25,0.2,0.25,6,6,6,6,0,0,2.5,3.25,1.75,2.25,2,2.2,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
456,"Malgrave_FlatRock_000",250,0,"Art\Terrain\_Malgrave\Clutter\Clutter_FlattRock_000.m3","Art\Terrain\_Malgrave\Clutter\Clutter_FlattRock_001.m3","Art\Terrain\_Malgrave\Clutter\Clutter_FlattRock_002.m3","Art\Terrain\_Malgrave\Clutter\Clutter_FlattRock_003.m3","","",0.25,0.25,0.25,0.25,0.2,0.25,6,6,6,6,0,0,1.5,2.25,3.75,1.25,2,2.2,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
457,"Malgrave_FlatRock_001",250,0,"Art\Terrain\_Malgrave\Clutter\Clutter_FlattRock_000.m3","Art\Terrain\_Malgrave\Clutter\Clutter_FlattRock_001.m3","Art\Terrain\_Malgrave\Clutter\Clutter_FlattRock_002.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Bones_Malgrave\Clutter_Bones_Malgrave_003.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Bones_Malgrave\Clutter_Bones_Malgrave_002.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Bones_Malgrave\Clutter_Bones_Malgrave_004.m3",0.25,0.25,0.25,0.25,0.01,0.1,6,6,6,6,6,6,1.5,2.25,5.75,0.25,1,0.2,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
458,"Malgrave_FlatRock_002",200,0,"Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Malgrave\Clutter_Dirt_Malgrave_022.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Malgrave\Clutter_Dirt_Malgrave_022.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Dirt_Malgrave\Clutter_Dirt_Malgrave_027.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Bones_Malgrave\Clutter_Bones_Malgrave_002.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Bones_Malgrave\Clutter_Bones_Malgrave_003.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Bones_Malgrave\Clutter_Bones_Malgrave_001.m3",0.05,0.05,0.25,0.2,0.01,0.1,6,6,6,6,6,6,1.5,3.25,5.75,0.25,1,1.2,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
459,"Farside_Jungle_Dirt_plants_001",500,2,"","Art\Terrain\_Wilderun\Clutter\Clutter_Plant_Wilderun_004.m3","","","","",0.1,0.4,0.6,0.5,0.05,0,4,4,6,6,6,0,4,7,18,16,3,0,-3.12414,3.12414,-2.53073,0,3.12414,0,3.12414,-3.12414,-2.53073,0,-3.12414,0,0,0,0,0,0,0
460,"Farside_Cracked_Dirt_000",5,0,"","Art\Terrain\_Malgrave\Clutter\Clutter_Sand_Plants_Malgrave\Clutter_Sand_Plants_Scrub_Malgrave_005.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Sand_Bones_Malgrave\Clutter_Sand_Bones_Malgrave_005.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Sand_Plants_Malgrave\Clutter_Sand_Plants_Twiggy_Malgrave_004.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Sand_Plants_Malgrave\Clutter_Sand_Plants_Flower_Malgrave_001.m3","Art\Terrain\_Malgrave\Clutter\Clutter_Sand_Plants_Malgrave\Clutter_Sand_Plants_Flower_Malgrave_000.m3",0.02,8,31,3,1,1,2,2,2,0,2,2,2.5,3.25,2,1,3,3,-3.12414,-3.12414,-3.12414,-3.10669,-3.10669,-3.10669,3.12414,3.12414,3.10669,3.10669,3.10669,3.10669,0,0,0,0,0,0
461,"Celestian_Dirt_Base_000",6,2,"Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Rock_Dirtroad_000.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Rock_Dirtroad_001.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Rock_Dirtroad_002.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Rock_Dirtroad_003.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_018.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_019.m3",2,2,2,3,21,16,6,6,6,6,6,6,0.15,0.2,0.3,0.4,1.5,1.5,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
462,"Halon_Rocks_001",2.5,2,"Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_006.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_007.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_008.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_006.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_007.m3","Art\Terrain\_HalonRing\Clutter\clutter_Halon_Rock_008.m3",0.2,0.2,0.2,0.2,0.1,0.1,6,6,6,6,6,6,1,2,4,2,1,4,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
463,"Corrupted_Mud_000",100,2,"","","","","","",0.25,0.25,0.25,0.25,0,0,6,6,6,6,0,0,12.75,0.85,1.2,0.75,0,0,-0.733038,-0.628319,-0.558505,-0.558505,0,0,-0.349066,-0.523599,-0.523599,-0.523599,0,0,0,0,0,0,0,0
464,"Grimvault_Corrupted_Mud_Stones",200,2,"Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_002.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_003.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_002.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_004.m3",0.25,0.2,0.09,0.1,0.1,0.1,6,6,6,6,6,6,4,6,2.5,3,3,2,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
465,"Grimvault_Corrupted_Mud_ScrubBrush",350,2,"Art\Terrain\_Galeras\Clutter\Clutter_DirtWeed_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtWeed_002.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtWeed_001.m3","","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_003.m3",0.2,0.3,0.6,0,0.1,0.3,6,6,6,6,6,6,18,14,11,6,1,2,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
466,"Grimvault_Corrupted_Mud_Base",15,2,"Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_002.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_003.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_004.m3","","",0.07,0.1,0.03,0.04,0.3,0.1,6,6,6,6,6,6,1.58,2,1.6,3,2,3,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
467,"Whitevale_Tundra_Mud_000",123,2,"Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_006.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_006.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_007.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_007.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_005.m3","",1,1,1,1,0.01,0,6,6,6,6,2,0,0.015,1.01,0.01,0.01,1,0,3.12414,3.12414,3.12414,3.12414,3.12414,0,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
468,"Whitevale_Tundra_Mud_001",100,2,"Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_Gravel_000.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_Gravel_001.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_Gravel_002.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_Gravel_003.m3","","",5,5,8,7,1,0,6,6,6,6,0,0,4.015,2.01,2.01,4.01,1,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
469,"Whitevale_Tundra_Mud_002",100,2,"Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_003.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_004.m3","","","","",1,1,1,1,1,0,6,6,6,0,0,0,1.015,1.01,0.01,0.01,1,0,-3.12414,3.12414,3.12414,3.12414,0,0,3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
470,"Whitevale_Tundra_Mud_003",200,2,"Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_001.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_002.m3","","","","",1,4,0,0,0,0,6,6,0,0,0,0,2,3,0,0,0,0,3.12414,3.12414,0,0,0,0,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0,0
471,"ShadesEve_001",100,2,"Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_011.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_019.m3","","","","",0.98,0.02,0,0,0,0,6,6,0,0,0,0,0,1,0,0,0,0,3.12414,3.12414,0,0,0,0,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0,0
472,"ShadesEve_002",200,0,"Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_003.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_004.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_012.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_011.m3","","",0.05,0.05,0.5,0.15,0.2,0,6,6,6,6,6,0,2.5,1,3,0,2,0,3.12414,3.12414,3.12414,3.12414,3.12414,0,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
473,"ShadesEve_003",200,2,"Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_008.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_008.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_006.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_006.m3","","",0.25,0.25,0.25,0.25,0,0,6,6,4,6,6,0,2,5,3,3,0,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
474,"ShadesEve_004",200,2,"Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_011.m3","Art\Terrain\_Murkmire\Shades_Eve_Clutter_001.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_001b.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_009.m3","","",0.25,0.25,0.25,0.25,0,0,6,6,6,6,0,0,0,2,2,3,0,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
475,"ShadesEve_005",200,2,"Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_007.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_007.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_013.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_013.m3","","",0.4,0.2,0.2,0.2,0,0,6,6,6,0,0,0,6,6,4,3,0,0,0.523599,-0.541052,0.575959,0,0,0,-0.628319,0.191986,-0.191986,0,0,0,0,0,0,0,0,0
476,"ShadesEve_008",200,2,"Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_008.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_008.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_010.m3","","","",0.5,0.25,0.25,0.2,0,0,6,6,6,0,0,0,3,3,2,4,0,0,3.12414,-3.12414,3.12414,0,0,0,-3.12414,3.12414,-3.12414,0,0,0,0,0,0,0,0,0
477,"ShadesEve_007",200,2,"Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_005.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_005.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_005.m3","","","",0.5,0.5,0.25,0.2,0,0,6,6,6,0,0,0,3,3,3,4,0,0,-0.872665,-0.890118,-0.890118,0,0,0,-0.959931,-0.959931,-0.959931,0,0,0,0,0,0,0,0,0
478,"ShadesEve_009",200,0,"Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_009.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_005.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_005.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_005.m3","","",0.5,0.25,0.25,0.05,0,0,6,6,6,6,0,0,1,4,2.5,2,0,0,3.12414,-0.767945,-0.872665,-0.872665,0,0,-3.12414,-0.959931,-0.785398,-0.698132,0,0,0,0,0,0,0,0
479,"ShadesEve_010",250,0,"Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_009.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_016.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_005.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_005.m3","","",0.5,0.25,0.25,0.05,0,0,0,0,0,0,0,0,1,2,2.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,"ShadesEve_011",1,0,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,"ShadesEve_Grass_Purple_000",200,2,"Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_020.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_021.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_020.m3","","","",0.5,0.25,0.25,0,0,0,6,6,6,0,0,0,3,2,4,0,0,0,1.25664,1.98968,1.91986,0,0,0,1.22173,1.25664,1.5708,0,0,0,0,0,0,0,0,0
482,"ShadesEve_Grass_Purple_001",200,2,"Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_020.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_021.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_020.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_001.m3","Art\Terrain\_Murkmire\Clutter\Shades_Eve_Clutter_003.m3","",0.15,0.1,0.05,0.2,0.2,0,6,6,6,6,6,0,3,3,3,2,3,0,1.25664,1.98968,1.91986,3.12414,3.12414,0,1.22173,1.25664,1.5708,-3.12414,-3.12414,0,0,0,0,0,0,0
