"ID","description","creatureActionSetId","state","event","orderIndex","delayMS","action","actionData00","actionData01","visualEffectId","prerequisiteId"
7676,"Pain Anim",3314,2,6,2,3333,5,3333,4500,34285,0
7677,"Goto Random",3314,2,6,0,0,2,1,2,0,0
7684,"",3316,2,0,0,0,0,0,0,34310,0
7685,"GRN Teleport",3317,2,0,0,0,0,0,0,34329,0
7687,"Spawn",3318,2,0,0,0,0,0,0,17295,0
7688,"Add Effects",3319,2,0,0,0,0,0,0,22303,0
7690,"Strain Puddle",3320,0,6,0,0,0,0,0,34366,0
7692,"Glow While Idle",3321,0,6,0,0,0,0,0,34370,0
7693,"On Birth - Envelop_Electric_LG_Reverse_BLU",3322,2,0,0,0,0,0,0,34371,0
7694,"BIRTH",3323,2,0,0,0,0,0,0,34386,0
7695,"BIRTH",3324,2,0,0,0,0,0,0,34388,0
7696,"DEATH",3325,2,1,0,0,0,0,0,34393,0
7697,"BIRTH",3326,2,0,0,0,0,0,0,34399,0
7698,"Stasis Floating",2562,0,0,0,3000,0,0,0,23092,0
7699,"Stasis Death",2562,0,0,2,3334,0,0,0,21380,0
7700,"Death",2562,0,0,1,5000,0,0,0,23093,0
7701,"Spore Aura",3327,2,0,0,0,0,0,0,34429,0
7702,"Birth Sound",1074,0,0,0,0,0,0,0,34421,0
7703,"Hologram",3328,0,0,0,0,0,0,0,25313,0
7704,"Hologram base",3328,0,0,0,0,0,0,0,25349,0
7705,"Dance",3328,0,0,0,0,0,0,0,4639,0
7706,"statnd state",3329,2,0,0,0,0,0,0,1468,0
7707,"Hologram",3330,0,0,0,0,0,0,0,25313,0
7708,"Hologram base",3330,0,0,0,0,0,0,0,25349,0
7709,"idle",3330,0,0,0,0,0,0,0,11156,0
7710,"Q7792 - Corruptor Effect - 1",3331,0,6,0,0,0,0,0,34444,0
7711,"Q7792 - Corruptor Anim",3331,0,6,0,0,0,0,0,34446,0
7712,"Hologram Shader",3332,2,0,0,0,0,0,0,19670,0
7713,"BaseHolo - Red",3332,2,0,0,0,0,0,0,20205,0
7714,"Hologram",3333,0,0,0,0,0,0,0,25313,0
7715,"Hologram base",3333,0,0,0,0,0,0,0,25349,0
7716,"Dance",3333,0,0,0,0,0,0,0,34489,0
7717,"Smoke FX",3334,0,0,0,0,0,0,0,34450,0
7718,"Dust FX OnBirth",3335,2,0,0,9500,0,1,0,33901,0
7719,"Teleport Out FX",3335,2,0,1,0,0,0,0,24832,0
7720,"Dust FX OnBirth",3336,2,0,0,0,0,1,0,33901,0
7721,"Teleport Out FX",3336,2,0,1,0,0,0,0,24832,0
7722,"Ghost Field FX",3336,2,0,0,9500,0,0,0,8939,0
7723,"Chimney Smoke",3337,2,0,0,0,0,0,0,34559,0
7724,"Any - OnBirth",3338,2,0,0,0,0,0,0,30417,0
7725,"Any - OnDeath",3338,2,1,0,0,0,0,0,30416,0
7730,"Any - On Birth",3338,2,0,0,0,0,0,0,29016,0
7731,"",3339,2,1,0,0,0,0,0,34631,0
7732,"Idle - Any",3338,0,6,0,0,0,0,0,29016,0
7734,"Envelop Reverse",3340,2,0,0,0,0,0,0,19657,0
7735,"Always burning",3340,2,6,0,0,0,0,0,5824,0
7736,"Any - OnBirth",3341,2,0,0,0,0,0,0,30417,0
7737,"Any - OnDeath",3341,2,1,0,0,0,0,0,30416,0
7741,"Any - On Birth",3341,2,0,0,0,0,0,0,34637,0
7742,"Idle - Any",3341,0,6,0,0,0,0,0,34637,0
7744,"Any - On Birth",3341,2,0,0,0,0,0,0,34625,0
7745,"Idle - Any",3341,0,6,0,0,0,0,0,34625,0
7748,"Alert",3342,0,0,0,0,0,0,0,34661,0
7749,"Any - On Birth",3338,2,0,0,0,0,0,0,34625,0
7750,"Idle - Any",3338,0,6,0,0,0,0,0,34625,0
7756,"Any - On Birth",3343,2,0,0,0,0,0,0,34681,0
7757,"Idle - Any",3343,0,6,0,0,0,0,0,34681,0
7758,"Spawn - Root",3344,2,0,0,0,0,0,0,34682,0
7759,"Spawn - Root",3344,2,0,1,0,0,0,0,34683,0
7760,"DEspawn invisibility",3125,2,1,0,0,0,0,0,34710,0
7761,"Exile Arkship Tutorial - M3136 - Retired Crown",3345,2,6,0,0,0,0,0,33881,0
7762,"AP_Birth_State0",3346,2,0,0,0,0,0,0,16503,0
7764,"AP_Stae1_State2 to AP_State2_Idle [Infinite]",3346,2,0,1,0,0,0,0,13794,0
7765,"Dots_SprayDown_GRN (Base) ANY",3347,2,6,0,0,0,0,0,14576,0
7766,"Dots_SprayUp_GRN (Base) ANY",3347,2,6,0,0,0,0,0,14758,0
7767,"Muzzle_Bracket_YLW2GRN (FX_Misc01) ANY",3347,2,6,0,0,0,0,0,16110,0
7768,"Muzzle_Bracket_YLW2GRN (Back) ANY",3347,2,6,0,0,0,0,0,16111,0
7769,"Teleport in",3347,2,0,0,0,0,0,0,34804,0
7770,"Q4760 Shock Paddle - Galeras - T1",3348,0,0,0,0,0,0,0,34845,0
7772,"Death",3350,2,1,0,0,0,0,0,34880,0
7773,"Projector Red",3351,2,0,0,0,0,0,0,34882,0
7777,"Hologram Shader",3354,0,0,0,0,0,0,0,12156,0
7778,"Hologram Shader",3354,0,1,0,0,0,0,0,12156,0
7779,"Hologram Shader",3354,1,2,0,0,0,0,0,12156,0
7780,"Hologram Shader",3354,0,3,0,0,0,0,0,12156,0
7781,"Hologram Shader",3354,0,4,0,0,0,0,0,12156,0
7782,"Holo-spawn",3354,0,0,0,0,0,0,0,13606,0
7783,"Hologram Shader",3354,1,0,0,0,0,0,0,12156,0
7784,"Hologram Shader",3354,1,1,0,0,0,0,0,12156,0
7785,"SFX",3355,2,0,0,0,0,0,0,34956,0
7786,"Fire_GroundSmolder_wDecal_10m_RED",3356,2,0,0,0,0,0,0,30006,0
7787,"Deathsplosion",3357,2,1,0,0,0,0,0,35066,0
7788,"Eye Effect",3358,2,6,0,0,0,0,0,35071,0
7789,"Dish",3359,2,6,0,0,0,0,0,35078,0
7794,"blood fx",3363,2,6,0,0,0,0,0,35193,0
7795,"SkinFX",3364,0,0,0,0,0,0,0,25449,0
7796,"Channel Anim",3364,0,0,2,0,0,0,0,25575,0
7797,"Envelop Reverse Corruption",3365,2,0,0,0,0,0,0,30417,0
7798,"Birth Animation",3366,2,0,0,0,0,0,0,17656,0
7799,"Birth FX",3366,2,0,1,0,0,0,0,35270,0
7800,"Leaf",3367,2,6,0,0,0,0,0,35285,0
7801,"Target",3367,2,6,0,0,0,0,0,35281,0
7802,"Target",3368,2,6,0,0,0,0,0,35278,0
7803,"Target",3369,2,6,0,0,0,0,0,35281,0
7804,"Primal",3369,2,6,0,0,0,0,0,35279,0
7805,"Dance",3370,2,6,1,2000,1,0,0,35298,0
7808,"Dance",3371,2,6,0,2000,0,0,0,35298,0
7809,"SkinFX2",3364,0,0,1,0,0,0,0,35305,0
7811,"Sing",3370,2,6,0,3333,0,0,0,35297,0
7813,"stand",3372,2,6,1,0,5,8000,15000,1468,0
7814,"Sing",3371,2,6,1,3333,1,0,0,35297,0
7815,"State1",3373,2,6,0,0,4,8000,12000,4787,0
7816,"State2",3373,2,6,1,0,4,8000,12000,18195,0
7817,"stand",3373,2,6,2,0,5,8000,15000,1468,0
7818,"Visual ID 131 - Default Talk",3372,2,6,0,0,4,10000,15000,131,0
7819,"Talk",3374,2,6,0,4000,2,0,0,35290,0
7820,"Talk",3374,2,6,1,4000,2,0,0,35290,0
7821,"Cheer",3374,2,6,2,800,2,0,0,35291,0
7822,"Dance",3375,0,6,0,0,0,1,0,35284,0
7823,"Dance",3376,2,6,0,0,0,0,0,35288,0
7824,"Small Firework (SOUND)",3377,0,0,0,0,0,0,0,35353,0
7825,"Ready",3378,2,6,0,0,0,0,0,1463,0
7826,"Target_Laser_RED OnBirth",3379,2,0,0,0,0,0,0,16874,0
7827,"Reverse envelop on birth",3092,2,0,0,0,0,0,0,30538,0
7828,"Birth Animation",3380,2,0,0,0,0,0,0,30869,0
7829,"Birth FX",3380,2,0,1,0,0,0,0,35440,0
7830,"Death FX",3380,2,1,0,3500,0,0,0,22169,0
7831,"Ondu - Root Phase - Invis Unit - looping sound",1740,2,6,0,0,0,0,0,35465,0
7832,"Any - OnDeath",3338,2,1,0,0,0,0,0,34710,0
7833,"Any - OnDeath",3341,2,1,0,0,0,0,0,34710,0
7834,"Grimvault - T3 - PE523 - Offensive Aura",3381,0,0,0,0,0,0,0,31001,0
7835,"Grimvault - T3 - PE523 - Defensive Aura",3382,0,0,0,0,0,0,0,14804,0
7836,"Grimvault - T3 - PE523 - Special Aura",3383,0,0,0,0,0,0,0,1277,0
7837,"eating",3384,2,6,0,0,0,0,0,8954,0
7838,"taco",3384,2,6,0,0,0,0,0,35564,0
7839,"drip",3384,2,6,0,0,0,0,0,35571,0
7840,"drool",3384,2,6,0,0,0,0,0,35565,0
7841,"Space Taco Stand Hologram - [Inf] - TDG",3385,2,6,0,0,0,0,0,35567,0
7843,"Birth Anim",3386,2,0,0,0,0,0,0,24112,0
7845,"Birth FX",3387,2,0,0,0,0,0,0,27008,0
7846,"Birth FX",3388,2,0,0,0,0,0,0,35592,0
7847,"Birth FX",3389,2,0,0,0,0,0,0,35592,0
7848,"Birth FX",3390,2,0,0,0,0,0,0,35593,0
7849,"Death FX",3387,2,1,0,0,0,0,0,33635,0
7850,"Death FX",3388,2,1,0,0,0,0,0,35595,0
7851,"Death FX",3389,2,1,0,0,0,0,0,35594,0
7852,"Death FX",3390,2,1,0,0,0,0,0,35817,0
7853,"On Birth",3391,2,0,0,0,0,0,0,35647,0
7855,"Play_Kel_Voreth_Eldan_Phase_Blaster_EnergyBall",3392,2,0,0,0,0,0,0,35652,0
7856,"Teleport Pad VFX",3393,2,6,0,0,0,0,0,35700,0
7857,"V visual",3394,2,0,0,0,0,0,0,14249,0
7858,"Kneel_End",3395,2,0,0,0,0,0,0,35741,0
7859,"Sparks vfx",3396,0,0,0,0,0,0,0,35765,0
7860,"Death FX",3390,2,1,1,4750,0,0,0,35816,0
7861,"Death FX",3390,2,1,2,0,0,0,0,35596,0
7862,"SELECTED TARGET",3397,2,6,0,0,0,0,0,35890,0
7863,"biker",3398,2,6,0,0,0,0,0,35962,0
7866,"attach hover",3400,2,0,0,0,0,0,0,35971,0
7867,"biker",3401,2,6,0,0,0,0,0,19719,0
7868,"Quest AOI Ring",3402,2,0,0,0,0,0,0,35989,0
7869,"Get Up",3403,2,0,1,0,0,0,0,17100,0
7870,"Spawn Boom",3403,2,0,0,0,0,0,0,36151,0
7871,"Teleport Away",3403,2,0,2,0,0,0,0,36152,0
7872,"Teleport In",3404,2,0,0,0,0,0,0,18442,0
7873,"",757,0,0,0,0,0,0,0,36164,0
7874,"HologramBase_Aura_FX",3405,0,6,0,0,0,0,0,12398,0
7875,"Projector model",3405,0,6,0,0,0,0,0,36070,0
7876,"",3406,2,6,0,0,0,0,0,7714,0
7877,"Birth FX",3407,2,0,0,2500,0,0,0,36222,0
7878,"Birth FX 2",3407,2,0,1,0,0,0,0,36223,0
7882,"gib",923,2,1,0,0,1,1,0,15190,0
7883,"invis shader",923,2,1,1,0,0,2,0,36344,0
7884,"blood",923,2,1,2,0,0,0,0,36349,0
7885,"Tether Anchor Prop",3409,0,0,0,0,0,0,0,36483,0
7886,"Anchor FX",3409,0,0,0,0,0,0,0,36486,0
7887,"Sound FX",1493,2,0,0,0,0,0,0,36488,0
7888,"Envelop Death",3410,0,1,0,0,0,0,0,36501,0
7889,"Evelop Reverse - Birth",3410,0,0,0,0,0,0,0,36500,0
7891,"Dust on Birth",3410,0,0,0,0,0,0,0,36505,0
7892,"Flying",3411,2,6,0,0,0,0,0,10344,0
7894,"acid burn decal",3412,2,1,0,0,0,0,0,30951,0
7895,"Default_Cast_Channel_03",3413,2,6,0,0,0,0,0,7540,0
7896,"Burrow Dust CLoud",3413,2,6,0,0,0,0,0,13632,0
7897,"Burn decal",3412,2,0,0,0,0,0,0,31945,0
7898,"Birth FX",3414,2,0,0,0,0,0,0,846,0
7899,"honey explo",3412,2,0,0,0,0,0,0,31241,0
7901,"Sound FX",1708,2,0,0,0,0,0,0,36623,0
7903,"",3415,0,0,0,0,0,0,0,0,0
7904,"Sleep Animation",3416,0,0,0,0,0,0,0,36641,0
7905,"Zzz FX",3416,0,0,0,0,0,0,0,36642,0
7908,"Love Animation",3417,0,0,0,0,0,0,0,36645,0
7909,"Hearts FX",3417,0,0,0,0,0,0,0,36646,0
7913,"Void VFX",3418,2,0,0,0,0,0,0,21698,0
7914,"Dirt Impact",3418,2,0,0,0,0,0,0,21699,0
7915,"Bramble",3418,2,0,0,0,0,0,0,36684,0
7918,"Green Aura",3418,2,0,0,0,0,0,0,36738,0
7919,"Hologram SFX",492,0,0,0,0,0,0,0,36743,0
7921,"intermittant shock",3420,2,6,1,0,5,4000,15000,36800,0
7922,"Play_M3141_Explorer_Platform_Birth",2819,2,0,0,0,0,0,0,36816,0
7923,"Tether Anchor Prop",3421,0,0,0,0,0,0,0,36829,0
7924,"Anchor FX",3421,0,0,0,0,0,0,0,36831,0
7927,"Anchor FX2",3421,0,0,0,0,0,0,0,36834,0
7928,"Death VO",3423,2,1,0,0,0,0,0,36143,0
7929,"Death VO",3424,2,1,0,0,0,0,0,36144,0
7930,"Death VO",3425,2,1,0,0,0,0,0,36145,0
7931,"Hologram Shader",3426,2,6,0,0,0,1,0,38016,0
7938,"Q4541_SeismicDisruptor5000PulseEffect",3428,0,0,0,0,0,0,0,8776,0
7939,"Q4541_LoftiteEruptions",3428,0,0,0,2000,0,0,0,23103,0
7940,"Q4541_SeismicPulseBlast",3428,0,0,1,6000,0,0,0,8777,0
7941,"Q4541_SeismicPUlse",3428,0,0,1,6000,0,0,0,8772,0
7942,"Thumper Unfold",3428,0,0,1,0,0,0,0,31557,0
7943,"Add red shader ",3429,2,0,0,0,0,0,0,38065,0
7950,"Play_Q5118_EerieMusic_Action",1550,0,0,0,0,0,0,0,36639,0
7951,"Play_Q5118_EerieMusic_Action",340,0,0,0,0,0,0,0,36639,0
7963,"Pollen",3432,2,6,0,0,0,0,0,17625,0
7964,"Fireflies Pollen FX",3432,2,6,0,0,0,0,0,18801,0
7965,"[BAM] D6 Red Aura",3432,2,6,0,0,0,0,0,39093,0
7969,"[BAM] Red Aura",3433,2,6,0,0,0,0,0,39093,0
7973,"Choose Random Animation",3431,0,0,0,0,2,1,4,8500,0
7974,"Dance_Rural_01 [infinite]",3431,0,0,1,0,1,5,5,38215,0
7976,"Dance_Tribal_01 [infinite]",3431,0,0,2,0,1,5,5,38216,0
7977,"Default_Emote_Laugh [infinite]",3431,0,0,3,0,1,5,5,38217,0
7978,"Default_Emote_Cheer_Loop [infinite]",3431,0,0,4,0,1,5,5,38218,0
7979,"Envelop_DeRez_In",3434,0,0,0,0,0,0,0,38226,0
7980,"Hands Behind Back [Infinite]",3435,0,6,0,0,0,0,0,10806,0
7981,"On Birth - Stun Effect ",3436,2,0,0,0,0,0,0,2766,0
7982,"On EXit Combat - Stun Effect ",3436,2,3,0,0,0,0,0,2766,0
7983,"OnUnAware - Stun Effect ",3436,2,5,0,0,0,0,0,2766,0
7984,"D6 Red Bam FX",3436,0,0,0,0,0,0,0,39093,0
7987,"Any/Any FX",3437,2,6,0,0,0,0,0,38303,0
7988,"Eye Stalk Base",3438,2,0,0,0,0,0,0,38312,0
7989,"Item Placement",3439,0,6,0,0,4,0,1000,38370,0
7990,"Grimwort",3439,0,6,1,0,0,0,0,38368,0
7997,"Blank Slate",3440,2,0,0,1000,0,0,0,8500,0
7998,"AP_State0_State1 -> AP_State1_Idle",3440,2,0,1,56000,0,0,0,38479,0
7999,"Malverine Drool",3441,2,0,0,0,0,0,0,29229,0
8000,"[BAM] D6 Red Aura",3441,2,6,0,0,0,0,0,39093,0
8002,"Dagun Drool",3442,2,0,0,0,0,0,0,15612,0
8003,"[BAM] D6 Red Aura",3442,2,6,0,0,0,0,0,39093,0
8005,"AP_State1_State0",3440,2,0,2,3000,0,0,0,12001,0
8006,"shock SFX",3420,2,6,0,0,0,0,0,38610,0
8007,"Shock Stop",3420,0,1,0,0,0,0,0,38611,0
8008,"Frozen SFX",913,0,0,0,0,0,0,0,38645,0
8009,"Stop SFX",913,0,1,0,0,0,0,0,38647,0
8010,"Frozen SFX",914,0,0,0,0,0,0,0,38645,0
8011,"Stop SFX",914,0,1,0,0,0,0,0,38647,0
8012,"Datacube FX",3443,0,0,0,0,0,0,0,38653,0
8013,"Frozen SFX",2766,2,6,0,0,0,0,0,38645,0
8014,"Stop SFX",2766,0,1,0,0,0,0,0,38647,0
8015,"Smoldering FX",3444,2,0,0,0,0,0,0,38666,0
8016,"Shield FX",3444,2,0,0,0,0,0,0,38668,0
8017,"w3023 - Dominion Spawn effect - PWM",3445,2,0,0,0,0,0,0,38675,0
8018,"Data FX",3446,0,0,0,0,0,0,0,38676,0
8020,"Healing Spring",3447,0,0,0,0,0,0,0,38691,0
8021,"Offline",2496,0,3,0,0,0,0,0,24595,0
8022,"w3023 - Exile Spawn effect - PWM",3448,2,0,0,0,0,0,0,38674,0
8023,"BaseHolo - Red",3449,2,6,0,0,0,0,0,20205,0
8024,"Hologram Shader",3449,2,6,0,0,0,0,0,19670,0
8025,"BaseHolo - Blue",3450,2,6,0,0,0,0,0,13298,0
8026,"Hologram Shader",3450,2,6,0,0,0,0,0,12397,0
8027,"Water Splash effect",3451,0,0,0,0,0,1,0,10169,0
8028,"Aura",3451,0,0,1,0,0,0,0,38815,0
8029,"Essence Visual",3452,2,0,0,0,0,0,0,38828,0
8030,"OnBirth - anim",3453,0,0,0,0,0,0,0,7005,0
8031,"Generic_Hand_Red",3453,2,6,0,0,0,0,0,18539,0
8032,"Aura_Light_Red",3453,2,6,0,0,0,0,0,4700,0
8033,"Q4527 - Puma Effects 1",3454,2,6,0,0,0,0,0,9142,0
8034,"Generic_Hand_Red",3454,2,6,0,0,0,0,0,18539,0
8035,"Aura_Light_Red",3454,2,6,0,0,0,0,0,4700,0
8036,"Hologram Shader",3455,2,6,0,0,0,0,0,12397,0
8037,"Death",3456,2,1,0,0,0,0,0,15614,0
8040,"PhagetechFabricatorRadiationProxy",3458,2,0,0,0,0,0,0,38932,0
8041,"Use Infinite with gun reload sound",3459,2,0,0,0,0,0,0,1415,0
8052,"BaseHolo - Red",3461,2,6,0,0,0,0,0,20205,0
8053,"Hologram Shader",3461,2,6,0,0,0,0,0,19670,0
8054,"telegraph_loop_01",3461,2,6,0,0,0,0,0,27638,0
8055,"Emote_Cry_Kneeling_Loop",3462,0,0,0,0,0,0,0,38112,0
8056,"Crying SFX",3462,0,0,0,0,0,0,0,38988,0
8057,"Stop SFX",3462,0,1,0,0,0,0,0,38989,0
8058,"Collar",3463,2,6,0,0,0,0,0,18514,0
8059,"[BAM] D6 Red Aura",3463,2,6,0,0,0,0,0,39093,0
8061,"Shock_Electrocute_BLE",3464,2,6,0,0,0,0,0,8815,0
8062,"[BAM] D6 Red Aura",3464,2,6,0,0,0,0,0,39093,0
8064,"EyeGlow_RED_Small - Left - On Birth",3465,2,6,0,0,0,0,0,5601,0
8065,"EyeGlow_RED_Small - Right - On Birth",3465,2,6,0,0,0,0,0,5602,0
8070,"[BAM] D6 Red Aura",3465,2,6,0,0,0,0,0,39093,0
8072,"Crying Loop SFX",3466,0,0,0,0,0,0,0,39022,0
8073,"Stop SFX",3466,0,1,0,0,0,0,0,39024,0
8074,"AnyAny - Default_Chair_08 [Infinite]",3467,2,6,0,0,0,0,0,29409,0
8076,"Vomit SFX",2705,2,6,0,0,0,0,0,39039,0
8077,"corruption envelop",3469,0,0,0,0,0,0,0,30417,0
8078,"Play_Noxswarm_Incubator_Loop",3076,2,0,0,0,0,0,0,39070,0
8079,"Play_Noxswarm_Incubator_Splash",3076,2,0,0,500,0,0,0,39071,0
8080,"Play_Noxswarm_Incubator_Splash",3076,2,0,0,1500,0,0,0,39071,0
8081,"Plague_Effect",3470,2,1,0,0,0,0,0,19791,0
8082,"RedEyes_LEFT",3470,2,6,0,0,0,0,0,12701,0
8083,"RedEyes_RIGHT",3470,2,6,0,0,0,0,0,12702,0
8084,"Plague_Effect",3470,2,6,0,0,0,0,0,19791,0
8085,"[BAM] D6 Red Aura",3470,2,6,0,0,0,0,0,39093,0
8087,"Sound SFX",3318,2,0,0,0,0,0,0,39088,0
8088,"State_Wounded_Ground_01 [Infinite]",3471,0,0,0,0,0,0,0,9473,0
8089,"Sick SFX",3471,0,0,0,0,0,0,0,38961,0
8090,"Stop SFX",3471,0,1,0,0,0,0,0,38962,0
8091,"State_Wounded_Ground_02 [Infinite]",3472,0,6,0,0,0,0,0,9474,0
8093,"Sick SFX",3472,0,6,0,0,0,0,0,38961,0
8094,"Clinking Glass SFX",3024,0,0,0,0,0,0,0,39112,0
8095,"Stop SFX",3024,0,1,0,0,0,0,0,39113,0
8096,"Generic - Infinite - Stand Use",3473,0,0,0,0,0,0,0,1362,0
8097,"Glass Clinking SFX",3473,0,0,0,0,0,0,0,39112,0
8098,"Stop SFX",3473,0,1,0,0,0,0,0,39113,0
8099,"Sound SFX",3318,2,6,0,0,0,0,0,39088,0
8104,"State_Wounded_Ground_03 [Infinite]",3475,0,0,0,0,0,0,0,9475,0
8106,"Injured SFX",3475,0,0,0,0,0,0,0,38961,0
8110,"DetonationBomb_Burn_Sound",3468,0,0,0,0,0,0,0,39025,0
8111,"Default_Stand_Wounded [Infinite]",3477,0,0,0,0,0,0,0,7019,0
8112,"Injured SFX",3477,0,0,0,0,0,0,0,38961,0
8113,"Stop SFX",3477,0,1,0,0,0,0,0,38962,0
8114,"Stop Sick SFX",3472,0,1,0,0,0,0,0,38962,0
8115,"Stop SFX",3475,0,1,0,0,0,0,0,38962,0
8117,"Clinking Glass SFX",3478,0,0,0,0,0,0,0,39112,0
8118,"Stop SFX",3478,0,1,0,0,0,0,0,39113,0
8119,"State_Wounded_Ground_01 [Infinite]",3479,0,0,0,0,0,0,0,9473,0
8120,"Sick SFX",3479,0,0,0,0,0,0,0,39167,0
8121,"Stop SFX",3479,0,1,0,0,0,0,0,39168,0
8122,"State_Wounded_Ground_02 [Infinite]",3480,0,6,0,0,0,0,0,9474,0
8123,"Sick SFX",3480,0,6,0,0,0,0,0,39167,0
8124,"Stop Sick SFX",3480,0,1,0,0,0,0,0,39168,0
8125,"State_Wounded_Ground_03 [Infinite]",3481,0,0,0,0,0,0,0,9475,0
8126,"Injured SFX",3481,0,0,0,0,0,0,0,39167,0
8127,"Stop SFX",3481,0,1,0,0,0,0,0,39168,0
8128,"Default_Stand_Wounded [Infinite]",3482,0,0,0,0,0,0,0,7019,0
8129,"Injured SFX",3482,0,0,0,0,0,0,0,39167,0
8130,"Stop SFX",3482,0,1,0,0,0,0,0,39168,0
8131,"Scientist Ability - Teleporter Animation",3483,0,0,0,0,0,0,0,39205,0
8132,"Invis Despawn",3483,0,0,0,0,0,0,0,39209,0
8133,"Caretaker_FastDeath_Sound",3484,2,1,0,0,0,0,0,39221,0
8134,"Wounded SFX",3485,0,0,0,0,0,0,0,38961,0
8135,"Stop SFX",3485,0,1,0,0,0,0,0,38962,0
8136,"Wounded SFX",3486,0,0,0,0,0,0,0,39167,0
8137,"Stop SFX",3486,0,1,0,0,0,0,0,39168,0
8138,"Bandage SFX",3487,0,0,0,0,0,0,0,39228,0
8139,"Stop SFX",3487,0,1,0,0,0,0,0,39229,0
8140,"",3488,2,6,0,0,0,0,0,27605,0
8141,"Void VFX",3489,2,0,0,0,0,0,0,21698,0
8145,"Vortex",3489,2,0,0,0,0,0,0,39247,0
8146,"Water Spawn",3489,2,0,0,0,0,0,0,38998,0
8147,"Splash OnBirth",3490,2,0,0,0,0,0,0,33372,0
8148,"Looping Sound on Birth",3491,2,0,0,0,0,0,0,39263,0
8149,"SFX: Teleport",3265,2,0,0,0,0,0,0,39314,0
8153,"purple smoke",3493,2,0,0,0,0,0,0,29372,0
8154,"Tornado Swarm - SFX",3494,2,0,0,0,0,0,0,39369,0
8155,"RedHolo FX",3495,2,0,0,0,0,0,0,39383,0
8156,"Blue holo FX",3496,2,0,0,0,0,0,0,39382,0
8157,"Green Holo FX",3497,2,0,0,0,0,0,0,39381,0
8158,"Fish",3498,0,0,0,0,0,0,0,39414,0
8159,"Plant",3498,0,0,0,0,0,0,0,39415,0
8160,"Spawn",3499,2,0,0,0,0,0,0,28111,0
8161,"Spawn",3499,2,0,0,0,0,0,0,3670,0
8163,"",3500,2,6,0,0,0,1,0,21111,0
8164,"",3500,2,6,1,0,0,2,0,17948,0
8165,"",3500,2,6,2,0,0,0,0,19661,0
8166,"",3501,2,6,0,0,0,0,0,28047,0
8167,"Q6897 - Toxic Bomb GRN - Poison 1 - birth",1436,2,0,0,0,0,0,0,18155,0
8168,"Q6897 - Toxic Bomb GRN - Poison 2 - birth",1436,2,0,0,0,0,0,0,18156,0
8169,"Q6897 - Toxic Bomb GRN - Poison 1",1436,2,6,0,0,0,0,0,18155,0
8170,"Q6897 - Toxic Bomb GRN - Poison 2",1436,2,6,0,0,0,0,0,18156,0
8171,"39500 - Smoke_Pollution_8m_GRN - ChestCenterBB",1436,2,6,0,0,0,0,0,39500,0
8172,"Force Field Start Sound",3502,2,0,0,0,0,0,0,39508,0
8173,"Force Field End Sound",3502,2,1,0,0,0,0,0,39509,0
8174,"Envelop_DeRez_Reverse_BLU.m3 (Base) [2.5s]",3503,2,0,0,0,0,0,0,20331,0
8175,"Spawn Goo",3504,2,0,0,500,0,0,0,39386,0
8176,"Sparky FX",3505,2,6,0,500,0,500,2000,39591,0
8177,"Smoke FX",3505,2,6,1,0,0,0,0,39590,0
8179,"DominionDestoryer_BootUp_Anims",3506,0,0,0,0,0,0,0,15350,0
8180,"Green Teleport FX",3506,0,0,0,0,0,0,0,39027,0
8182,"Data Pyramid",3508,2,0,0,0,0,0,0,39681,0
8184,"Use action",3510,2,0,0,0,0,0,0,1415,0
8185,"Kneeling",3511,2,0,0,0,0,0,0,10806,0
8189,"",3513,2,0,0,0,0,0,0,39709,0
8190,"Shadeling Spawn VFX - JDT",3514,2,0,0,0,0,0,0,39708,0
8193,"On Death - fade sound",3517,2,1,0,0,0,0,0,39718,0
8194,"Shadeling Spawn VFX - JDT",3518,2,1,0,0,0,0,0,39708,0
8195,"arrow",3519,0,0,0,0,0,0,0,39724,0
8196,"Freeze",3520,2,0,0,0,0,0,0,39722,0
8197,"Pose",3520,2,0,0,0,0,0,0,39723,0
8198,"Frosted",3520,2,0,0,0,0,0,0,10565,0
8199,"Invisi",3520,2,0,0,0,0,0,0,39729,0
8200,"Exile_StartScreen_Loop_01(7724) [Inf]",3521,2,6,0,0,0,0,0,30205,0
8201,"Jump",3522,2,6,0,0,5,3000,4000,39751,0
8202,"Stand and Use",3523,2,0,0,0,0,0,0,1365,0
8203,"Talking",3524,0,0,0,0,0,0,0,1530,0
8204,"Start",3525,2,0,0,1000,2,1,5,1533,0
8205,"Talking 2",3525,2,0,5,5000,1,1,1,5701,0
8206,"Yes",3525,2,0,2,4000,1,1,1,21590,0
8207,"No",3525,2,0,3,4000,1,1,1,7490,0
8208,"Kneel and Use",3526,2,0,0,0,0,0,0,6474,0
8209,"Talking 3",3525,2,0,4,5000,1,1,1,5701,0
8210,"Sit",3527,2,0,0,0,0,0,0,29408,0
8211,"Random",3525,2,0,1,1000,2,2,5,1533,0
8212,"Pollen - Chestctr",314,0,0,0,0,0,0,0,39822,0
8213,"Flash",3528,2,1,0,0,0,0,0,39775,0
8214,"Envelop Tech",3528,2,1,0,0,0,0,0,44998,0
8216,"Extra flash",3528,2,1,0,0,0,0,0,39789,0
8217,"Start",3529,2,0,0,1000,2,1,5,1533,0
8218,"Random",3529,2,0,1,1000,2,2,5,1533,0
