"ID","description","item2TypeId","objectModel","objectModelL","objectTexture0","objectTexture1","modelTextureIdObject00","modelTextureIdObject01","skinnedModel","skinnedModelL","skinnedTexture0","skinnedTexture1","modelTextureIdSkinned00","modelTextureIdSkinned01","attachedModel","modelAttachmentIdAttached","attachedTexture0","attachedTexture1","modelTextureIdAttached00","modelTextureIdAttached01","componentRegionFlags","componentPriority","skinMaskMap","skinColorMap","skinNormalMap","skinDyeMap","armorMaskMap","armorColorMap","armorNormalMap","armorDyeMap","modelMeshId00","modelMeshId01","modelMeshId02","modelMeshId03","soundImpactDescriptionId","ItemVisualTypeId","soundReplaceDescriptionId","itemColorSetId","dyeChannelFlags","modelPoseId","modelPoseBlend","shaderPreset00","shaderPreset01"
6219,"CHR_Draken_F_Hair_SWhite_04",66,"","","","",0,0,"Art\Character\Draken\Female\Heads\Hair_04.m3","","","",0,0,"",0,"","",0,0,28,20,"Art\Character\Draken\Female\Textures\CHR_Hair_04_Mask.tex","Art\Character\Draken\Female\Textures\CHR_Hair_04_Color.tex","Art\Character\Draken\Female\Textures\CHR_Hair_04_Normal.tex","Art\Character\Draken\Female\Textures\CHR_Hair_04_dye.tex","","","","",0,0,0,0,0,0,0,112,0,0,0,0,0
6220,"CHR_Draken_F_Hair_SPink_02",66,"","","","",0,0,"Art\Character\Draken\Female\Heads\Hair_02.m3","","","",0,0,"",0,"","",0,0,28,20,"Art\Character\Draken\Female\Textures\CHR_Hair_02_Mask.tex","Art\Character\Draken\Female\Textures\CHR_Hair_02_Color.tex","Art\Character\Draken\Female\Textures\CHR_Hair_02_Normal.tex","Art\Character\Draken\Female\Textures\CHR_Hair_02_dye.tex","","","","",0,0,0,0,0,0,0,120,0,0,0,0,0
6221,"CHR_Draken_F_Hair_SPink_04",66,"","","","",0,0,"Art\Character\Draken\Female\Heads\Hair_04.m3","","","",0,0,"",0,"","",0,0,28,20,"Art\Character\Draken\Female\Textures\CHR_Hair_04_Mask.tex","Art\Character\Draken\Female\Textures\CHR_Hair_04_Color.tex","Art\Character\Draken\Female\Textures\CHR_Hair_04_Normal.tex","Art\Character\Draken\Female\Textures\CHR_Hair_04_dye.tex","","","","",0,0,0,0,0,0,0,120,0,0,0,0,0
6222,"CHR_Draken_F_Hair_SPale_02",66,"","","","",0,0,"Art\Character\Draken\Female\Heads\Hair_02.m3","","","",0,0,"",0,"","",0,0,28,20,"Art\Character\Draken\Female\Textures\CHR_Hair_02_Mask.tex","Art\Character\Draken\Female\Textures\CHR_Hair_02_Color.tex","Art\Character\Draken\Female\Textures\CHR_Hair_02_Normal.tex","Art\Character\Draken\Female\Textures\CHR_Hair_02_dye.tex","","","","",0,0,0,0,0,0,0,115,0,0,0,0,0
6223,"CHR_Draken_F_Hair_SPale_04",66,"","","","",0,0,"Art\Character\Draken\Female\Heads\Hair_04.m3","","","",0,0,"",0,"","",0,0,28,20,"Art\Character\Draken\Female\Textures\CHR_Hair_04_Mask.tex","Art\Character\Draken\Female\Textures\CHR_Hair_04_Color.tex","Art\Character\Draken\Female\Textures\CHR_Hair_04_Normal.tex","Art\Character\Draken\Female\Textures\CHR_Hair_04_dye.tex","","","","",0,0,0,0,0,0,0,115,0,0,0,0,0
6224,"CHR_Draken_F_Hair_White_01",66,"","","","",0,0,"Art\Character\Draken\Female\Heads\Hair_01.m3","","","",0,0,"",0,"","",0,0,28,20,"Art\Character\Draken\Female\Textures\CHR_Hair_01_Mask.tex","Art\Character\Draken\Female\Textures\CHR_Hair_01_Color.tex","Art\Character\Draken\Female\Textures\CHR_Hair_01_Normal.tex","Art\Character\Draken\Female\Textures\CHR_Hair_01_dye.tex","","","","",0,0,0,0,0,0,0,112,0,0,0,0,0
6225,"CHR_Draken_F_Hair_White_03",66,"","","","",0,0,"Art\Character\Draken\Female\Heads\Hair_03.m3","","","",0,0,"",0,"","",0,0,28,20,"Art\Character\Draken\Female\Textures\CHR_Hair_03_Mask.tex","Art\Character\Draken\Female\Textures\CHR_Hair_03_Color.tex","Art\Character\Draken\Female\Textures\CHR_Hair_03_Normal.tex","Art\Character\Draken\Female\Textures\CHR_Hair_03_dye.tex","","","","",0,0,0,0,0,0,0,112,0,0,0,0,0
6226,"CHR_Draken_F_Hair_White_05",66,"","","","",0,0,"Art\Character\Draken\Female\Heads\Hair_05.m3","","","",0,0,"",0,"","",0,0,28,20,"Art\Character\Draken\Female\Textures\CHR_Hair_05_Mask.tex","Art\Character\Draken\Female\Textures\CHR_Hair_05_Color.tex","Art\Character\Draken\Female\Textures\CHR_Hair_05_Normal.tex","Art\Character\Draken\Female\Textures\CHR_Hair_05_dye.tex","","","","",0,0,0,0,0,0,0,112,0,0,0,0,0
6227,"CHR_Draken_F_Hair_White_06",66,"","","","",0,0,"Art\Character\Draken\Female\Heads\Hair_06.m3","","","",0,0,"",0,"","",0,0,12,20,"Art\Character\Draken\Female\Textures\CHR_Hair_06_Mask.tex","Art\Character\Draken\Female\Textures\CHR_Hair_06_Color.tex","Art\Character\Draken\Female\Textures\CHR_Hair_06_Normal.tex","Art\Character\Draken\Female\Textures\CHR_Hair_06_dye.tex","","","","",0,0,0,0,0,0,0,112,0,0,0,0,0
6228,"CHR_Draken_F_Hair_Green_01",66,"","","","",0,0,"Art\Character\Draken\Female\Heads\Hair_01.m3","","","",0,0,"",0,"","",0,0,28,20,"Art\Character\Draken\Female\Textures\CHR_Hair_01_Mask.tex","Art\Character\Draken\Female\Textures\CHR_Hair_01_Color.tex","Art\Character\Draken\Female\Textures\CHR_Hair_01_Normal.tex","Art\Character\Draken\Female\Textures\CHR_Hair_01_dye.tex","","","","",0,0,0,0,0,0,0,113,0,0,0,0,0
6229,"CHR_Draken_F_Hair_Green_03",66,"","","","",0,0,"Art\Character\Draken\Female\Heads\Hair_03.m3","","","",0,0,"",0,"","",0,0,28,20,"Art\Character\Draken\Female\Textures\CHR_Hair_03_Mask.tex","Art\Character\Draken\Female\Textures\CHR_Hair_03_Color.tex","Art\Character\Draken\Female\Textures\CHR_Hair_03_Normal.tex","Art\Character\Draken\Female\Textures\CHR_Hair_03_dye.tex","","","","",0,0,0,0,0,0,0,113,0,0,0,0,0
6230,"CHR_Draken_F_Hair_Green_05",66,"","","","",0,0,"Art\Character\Draken\Female\Heads\Hair_05.m3","","","",0,0,"",0,"","",0,0,28,20,"Art\Character\Draken\Female\Textures\CHR_Hair_05_Mask.tex","Art\Character\Draken\Female\Textures\CHR_Hair_05_Color.tex","Art\Character\Draken\Female\Textures\CHR_Hair_05_Normal.tex","Art\Character\Draken\Female\Textures\CHR_Hair_05_dye.tex","","","","",0,0,0,0,0,0,0,113,0,0,0,0,0
6231,"CHR_Draken_F_Hair_Green_06",66,"","","","",0,0,"Art\Character\Draken\Female\Heads\Hair_06.m3","","","",0,0,"",0,"","",0,0,12,20,"Art\Character\Draken\Female\Textures\CHR_Hair_06_Mask.tex","Art\Character\Draken\Female\Textures\CHR_Hair_06_Color.tex","Art\Character\Draken\Female\Textures\CHR_Hair_06_Normal.tex","Art\Character\Draken\Female\Textures\CHR_Hair_06_dye.tex","","","","",0,0,0,0,0,0,0,113,0,0,0,0,0
6232,"CHR_Aurin_F_Eye_Grey_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_grey_01_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6233,"CHR_Aurin_F_Eye_Brown_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_brown_01_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6234,"CHR_Aurin_F_Eye_DarkBlue_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_darkblue_01_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6235,"CHR_Aurin_F_Eye_Fuchia_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_fuchia_01_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6236,"CHR_Aurin_F_Eye_Gold_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_gold_01_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6237,"CHR_Aurin_F_Eye_GreenYellow_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_greenyellow_01_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6238,"CHR_Aurin_F_Eye_Orange_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_orange_01_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6239,"CHR_Aurin_F_Eye_Purple_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_Purple_01_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6240,"CHR_Aurin_F_Eye_Red_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_Red_01_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6241,"CHR_Aurin_F_Eye_White_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_White_01_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6242,"CHR_Aurin_F_Eye_Grey_02",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_grey_02_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6243,"CHR_Aurin_F_Eye_Grey_03",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_grey_03_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6244,"CHR_Aurin_F_Eye_Grey_04",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_grey_04_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6245,"CHR_Aurin_F_Eye_Grey_05",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_grey_05_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6246,"CHR_Aurin_F_Eye_Grey_06",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_grey_06_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6247,"CHR_Aurin_F_Eye_Brown_02",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_brown_02_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6248,"CHR_Aurin_F_Eye_Brown_03",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_brown_03_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6249,"CHR_Aurin_F_Eye_Brown_04",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_brown_04_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6250,"CHR_Aurin_F_Eye_Brown_05",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_brown_05_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6251,"CHR_Aurin_F_Eye_Brown_06",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_brown_06_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6252,"CHR_Aurin_F_Eye_DarkBlue_02",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_darkblue_02_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6253,"CHR_Aurin_F_Eye_DarkBlue_03",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_darkblue_03_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6254,"CHR_Aurin_F_Eye_DarkBlue_04",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_darkblue_04_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6255,"CHR_Aurin_F_Eye_DarkBlue_05",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_darkblue_05_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6256,"CHR_Aurin_F_Eye_DarkBlue_06",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_darkblue_06_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6257,"CHR_Aurin_F_Eye_Fuchia_02",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_fuchia_02_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6258,"CHR_Aurin_F_Eye_Fuchia_03",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_fuchia_03_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6259,"CHR_Aurin_F_Eye_Fuchia_04",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_fuchia_04_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6260,"CHR_Aurin_F_Eye_Fuchia_05",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_fuchia_05_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6261,"CHR_Aurin_F_Eye_Fuchia_06",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_fuchia_06_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6262,"CHR_Aurin_F_Eye_Gold_02",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_gold_02_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6263,"CHR_Aurin_F_Eye_Gold_03",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_gold_03_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6264,"CHR_Aurin_F_Eye_Gold_04",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_gold_04_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6265,"CHR_Aurin_F_Eye_Gold_05",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_gold_05_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6266,"CHR_Aurin_F_Eye_Gold_06",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_gold_06_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6267,"CHR_Aurin_F_Eye_GreenYellow_02",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_greenyellow_02_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6268,"CHR_Aurin_F_Eye_GreenYellow_03",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_greenyellow_03_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6269,"CHR_Aurin_F_Eye_GreenYellow_04",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_greenyellow_04_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6270,"CHR_Aurin_F_Eye_GreenYellow_05",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_greenyellow_05_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6271,"CHR_Aurin_F_Eye_GreenYellow_06",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_greenyellow_06_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6272,"CHR_Aurin_F_Eye_Orange_02",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_orange_02_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6273,"CHR_Aurin_F_Eye_Orange_03",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_orange_03_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6274,"CHR_Aurin_F_Eye_Orange_04",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_orange_04_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6275,"CHR_Aurin_F_Eye_Orange_05",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_orange_05_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6276,"CHR_Aurin_F_Eye_Orange_06",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_orange_06_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6277,"CHR_Aurin_F_Eye_Purple_02",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_Purple_02_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6278,"CHR_Aurin_F_Eye_Purple_03",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_Purple_03_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6279,"CHR_Aurin_F_Eye_Purple_04",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_Purple_04_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6280,"CHR_Aurin_F_Eye_Purple_05",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_Purple_05_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6281,"CHR_Aurin_F_Eye_Purple_06",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_Purple_06_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6282,"CHR_Aurin_F_Eye_Red_02",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_Red_02_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6283,"CHR_Aurin_F_Eye_Red_03",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_Red_03_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6284,"CHR_Aurin_F_Eye_Red_04",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_Red_04_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6285,"CHR_Aurin_F_Eye_Red_05",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_Red_05_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6286,"CHR_Aurin_F_Eye_Red_06",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_Red_06_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6287,"CHR_Aurin_F_Eye_White_02",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_White_02_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6288,"CHR_Aurin_F_Eye_White_03",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_White_03_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6289,"CHR_Aurin_F_Eye_White_04",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_White_04_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6290,"CHR_Aurin_F_Eye_White_05",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_White_05_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6291,"CHR_Aurin_F_Eye_White_06",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,256,20,"","Art\Character\Aurin\Female\Textures\chr_eyes_White_06_Color.tex","Art\Character\Aurin\Female\Textures\chr_eyes_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6292,"CHR_Aurin_M_Eye_Gold_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,320,20,"","Art\Character\Aurin\Male\Textures\CHR_Aurin_M_Eye_Gold_01_Color.tex","Art\Character\Aurin\Male\Textures\CHR_Aurin_M_Eye_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6293,"CHR_Aurin_M_Eye_Fuchia_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,320,20,"","Art\Character\Aurin\Male\Textures\CHR_Aurin_M_Eye_Fuchia_01_Color.tex","Art\Character\Aurin\Male\Textures\CHR_Aurin_M_Eye_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
6294,"CHR_Aurin_M_Eye_DarkBlue_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,320,20,"","Art\Character\Aurin\Male\Textures\CHR_Aurin_M_Eye_DarkBlue_01_Color.tex","Art\Character\Aurin\Male\Textures\CHR_Aurin_M_Eye_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
